CoDist	DistName	CoDistSch	SchName	Grade	FWNH	MWNH	FAPI	MAPI	FH	MH	FAIA	MAIA	FBNH	MBNH	Female	Male	Total
79-0011	MORRILL PUBLIC SCHOOLS	79-0011-003	MORRILL ELEMENTARY	05	18	14	0	0	6	3	0	0	0	0	24	17	41

79-0011	MORRILL PUBLIC SCHOOLS	79-0011-003	MORRILL ELEMENTARY	06	16	14	0	0	4	2	0	0	1	0	21	16	37

79-0013	WHEATLAND PUBLIC SCHOOL	79-0013-001	WHEATLAND PUBLIC SCHOOL	K	1	2	0	0	0	0	0	0	0	0	1	2	3

79-0013	WHEATLAND PUBLIC SCHOOL	79-0013-001	WHEATLAND PUBLIC SCHOOL	01	2	1	0	0	0	0	0	0	0	0	2	1	3

79-0013	WHEATLAND PUBLIC SCHOOL	79-0013-001	WHEATLAND PUBLIC SCHOOL	03	3	1	0	0	0	0	0	0	0	0	3	1	4

79-0013	WHEATLAND PUBLIC SCHOOL	79-0013-001	WHEATLAND PUBLIC SCHOOL	04	1	2	0	0	0	0	0	0	0	0	1	2	3

79-0013	WHEATLAND PUBLIC SCHOOL	79-0013-001	WHEATLAND PUBLIC SCHOOL	05	2	1	0	0	0	0	0	0	0	0	2	1	3

79-0013	WHEATLAND PUBLIC SCHOOL	79-0013-001	WHEATLAND PUBLIC SCHOOL	06	1	0	0	0	0	0	0	0	0	0	1	0	1

79-0013	WHEATLAND PUBLIC SCHOOL	79-0013-001	WHEATLAND PUBLIC SCHOOL	07	0	1	0	0	0	0	0	0	0	0	0	1	1

79-0013	WHEATLAND PUBLIC SCHOOL	79-0013-001	WHEATLAND PUBLIC SCHOOL	08	1	1	0	0	0	0	0	0	0	0	1	1	2

79-0016	GERING PUBLIC SCHOOLS	79-0016-001	GERING HIGH SCHOOL	10	62	61	0	0	18	23	4	1	2	0	86	85	171

79-0016	GERING PUBLIC SCHOOLS	79-0016-001	GERING HIGH SCHOOL	11	57	65	0	0	15	15	0	2	0	0	72	82	154

79-0016	GERING PUBLIC SCHOOLS	79-0016-001	GERING HIGH SCHOOL	12	51	67	2	0	17	14	1	0	0	0	71	81	152

79-0016	GERING PUBLIC SCHOOLS	79-0016-002	GERING JUNIOR HIGH SCHOOL	07	49	51	0	0	25	19	6	3	2	0	82	73	155

79-0016	GERING PUBLIC SCHOOLS	79-0016-002	GERING JUNIOR HIGH SCHOOL	08	57	53	1	0	16	13	6	1	0	0	80	67	147

79-0016	GERING PUBLIC SCHOOLS	79-0016-002	GERING JUNIOR HIGH SCHOOL	09	49	61	1	1	14	14	1	2	1	0	66	78	144

79-0016	GERING PUBLIC SCHOOLS	79-0016-003	LINCOLN ELEMENTARY SCHOOL	K	17	18	0	0	2	9	0	0	0	2	19	29	48

79-0016	GERING PUBLIC SCHOOLS	79-0016-003	LINCOLN ELEMENTARY SCHOOL	01	18	7	0	0	8	4	0	0	1	0	27	11	38

79-0016	GERING PUBLIC SCHOOLS	79-0016-003	LINCOLN ELEMENTARY SCHOOL	02	15	15	0	1	4	4	0	0	0	1	19	21	40

79-0016	GERING PUBLIC SCHOOLS	79-0016-003	LINCOLN ELEMENTARY SCHOOL	03	10	17	1	0	4	3	0	0	0	0	15	20	35

79-0016	GERING PUBLIC SCHOOLS	79-0016-003	LINCOLN ELEMENTARY SCHOOL	04	11	16	0	2	8	5	0	0	0	0	19	23	42

79-0016	GERING PUBLIC SCHOOLS	79-0016-003	LINCOLN ELEMENTARY SCHOOL	05	23	21	0	0	4	10	0	2	0	0	27	33	60

79-0016	GERING PUBLIC SCHOOLS	79-0016-003	LINCOLN ELEMENTARY SCHOOL	06	17	15	0	0	4	7	1	1	0	1	22	24	46

79-0016	GERING PUBLIC SCHOOLS	79-0016-004	GEIL ELEMENTARY SCHOOL	K	30	11	0	0	4	1	0	1	0	0	34	13	47

79-0016	GERING PUBLIC SCHOOLS	79-0016-004	GEIL ELEMENTARY SCHOOL	01	18	20	1	0	9	4	0	0	0	0	28	24	52

79-0016	GERING PUBLIC SCHOOLS	79-0016-004	GEIL ELEMENTARY SCHOOL	02	14	20	0	0	8	5	1	1	0	0	23	26	49

79-0016	GERING PUBLIC SCHOOLS	79-0016-004	GEIL ELEMENTARY SCHOOL	03	11	12	0	1	5	3	0	1	0	0	16	17	33

79-0016	GERING PUBLIC SCHOOLS	79-0016-004	GEIL ELEMENTARY SCHOOL	04	21	14	1	0	3	4	0	0	0	0	25	18	43

79-0016	GERING PUBLIC SCHOOLS	79-0016-004	GEIL ELEMENTARY SCHOOL	05	20	17	0	1	8	4	0	1	0	0	28	23	51

79-0016	GERING PUBLIC SCHOOLS	79-0016-004	GEIL ELEMENTARY SCHOOL	06	19	19	1	0	3	3	1	0	0	0	24	22	46

79-0016	GERING PUBLIC SCHOOLS	79-0016-005	NORTHFIELD ELEMENTARY SCHOOL	PK	4	6	0	0	6	1	1	1	0	0	11	8	19

79-0016	GERING PUBLIC SCHOOLS	79-0016-005	NORTHFIELD ELEMENTARY SCHOOL	K	11	12	0	0	9	9	2	2	0	1	22	24	46

79-0016	GERING PUBLIC SCHOOLS	79-0016-005	NORTHFIELD ELEMENTARY SCHOOL	01	12	12	0	0	6	10	2	2	0	0	20	24	44

79-0016	GERING PUBLIC SCHOOLS	79-0016-005	NORTHFIELD ELEMENTARY SCHOOL	02	16	15	0	0	11	6	0	2	0	0	27	23	50

79-0016	GERING PUBLIC SCHOOLS	79-0016-005	NORTHFIELD ELEMENTARY SCHOOL	03	12	13	0	0	9	5	1	1	0	1	22	20	42

79-0016	GERING PUBLIC SCHOOLS	79-0016-005	NORTHFIELD ELEMENTARY SCHOOL	04	18	14	0	0	8	10	2	2	0	0	28	26	54

79-0016	GERING PUBLIC SCHOOLS	79-0016-005	NORTHFIELD ELEMENTARY SCHOOL	05	15	16	0	0	5	7	0	0	1	0	21	23	44

79-0016	GERING PUBLIC SCHOOLS	79-0016-005	NORTHFIELD ELEMENTARY SCHOOL	06	11	12	0	0	10	8	2	1	0	0	23	21	44

79-0020	HAIG PUBLIC SCHOOL	79-0020-001	HAIG PUBLIC SCHOOL	K	6	3	0	0	0	0	0	0	0	0	6	3	9

79-0020	HAIG PUBLIC SCHOOL	79-0020-001	HAIG PUBLIC SCHOOL	01	4	2	0	0	1	0	0	0	0	0	5	2	7

79-0020	HAIG PUBLIC SCHOOL	79-0020-001	HAIG PUBLIC SCHOOL	02	1	4	0	0	0	1	0	0	0	0	1	5	6

79-0020	HAIG PUBLIC SCHOOL	79-0020-001	HAIG PUBLIC SCHOOL	03	5	5	0	0	0	0	0	0	0	0	5	5	10

79-0020	HAIG PUBLIC SCHOOL	79-0020-001	HAIG PUBLIC SCHOOL	04	4	6	0	0	0	0	0	0	0	0	4	6	10

79-0020	HAIG PUBLIC SCHOOL	79-0020-001	HAIG PUBLIC SCHOOL	05	1	7	0	0	0	0	0	0	0	0	1	7	8

79-0020	HAIG PUBLIC SCHOOL	79-0020-001	HAIG PUBLIC SCHOOL	06	5	4	0	0	0	0	0	0	0	0	5	4	9

79-0020	HAIG PUBLIC SCHOOL	79-0020-001	HAIG PUBLIC SCHOOL	07	0	7	0	0	1	0	0	0	0	0	1	7	8

79-0020	HAIG PUBLIC SCHOOL	79-0020-001	HAIG PUBLIC SCHOOL	08	7	3	0	0	0	1	0	0	0	0	7	4	11

79-0031	MITCHELL PUBLIC SCHOOLS	79-0031-001	MITCHELL SECONDARY SCHOOL	07	23	19	0	0	3	5	0	1	0	0	26	25	51

79-0031	MITCHELL PUBLIC SCHOOLS	79-0031-001	MITCHELL SECONDARY SCHOOL	08	20	24	0	0	3	10	1	0	0	0	24	34	58

79-0031	MITCHELL PUBLIC SCHOOLS	79-0031-001	MITCHELL SECONDARY SCHOOL	09	19	13	0	0	8	4	0	0	1	1	28	18	46

79-0031	MITCHELL PUBLIC SCHOOLS	79-0031-001	MITCHELL SECONDARY SCHOOL	10	18	27	0	0	2	4	0	0	0	0	20	31	51

79-0031	MITCHELL PUBLIC SCHOOLS	79-0031-001	MITCHELL SECONDARY SCHOOL	11	15	17	0	0	4	3	1	0	1	0	21	20	41

79-0031	MITCHELL PUBLIC SCHOOLS	79-0031-001	MITCHELL SECONDARY SCHOOL	12	17	20	0	0	2	5	0	0	0	2	19	27	46

79-0031	MITCHELL PUBLIC SCHOOLS	79-0031-002	MITCHELL ELEMENTARY SCHOOL	K	15	15	0	0	6	2	0	2	0	0	21	19	40

79-0031	MITCHELL PUBLIC SCHOOLS	79-0031-002	MITCHELL ELEMENTARY SCHOOL	01	17	6	0	0	10	7	0	0	0	0	27	13	40

79-0031	MITCHELL PUBLIC SCHOOLS	79-0031-002	MITCHELL ELEMENTARY SCHOOL	02	17	20	1	0	4	4	0	0	0	0	22	24	46

79-0031	MITCHELL PUBLIC SCHOOLS	79-0031-002	MITCHELL ELEMENTARY SCHOOL	03	19	20	0	0	5	7	0	0	0	0	24	27	51

79-0031	MITCHELL PUBLIC SCHOOLS	79-0031-002	MITCHELL ELEMENTARY SCHOOL	04	17	14	1	0	3	9	0	0	0	0	21	23	44

79-0031	MITCHELL PUBLIC SCHOOLS	79-0031-002	MITCHELL ELEMENTARY SCHOOL	05	25	17	0	0	5	9	0	0	0	0	30	26	56

79-0031	MITCHELL PUBLIC SCHOOLS	79-0031-002	MITCHELL ELEMENTARY SCHOOL	06	23	13	0	0	6	4	0	0	0	0	29	17	46

79-0032	SCOTTSBLUFF PUBLIC SCHOOLS	79-0032-001	SCOTTSBLUFF SENIOR HIGH SCHOOL	09	88	96	4	0	50	56	10	11	2	2	154	165	319

79-0032	SCOTTSBLUFF PUBLIC SCHOOLS	79-0032-001	SCOTTSBLUFF SENIOR HIGH SCHOOL	10	80	66	1	0	29	33	3	4	0	0	113	103	216

79-0032	SCOTTSBLUFF PUBLIC SCHOOLS	79-0032-001	SCOTTSBLUFF SENIOR HIGH SCHOOL	11	74	52	2	2	16	29	6	1	0	0	98	84	182

79-0032	SCOTTSBLUFF PUBLIC SCHOOLS	79-0032-001	SCOTTSBLUFF SENIOR HIGH SCHOOL	12	80	82	0	1	22	20	0	4	1	1	103	108	211

79-0032	SCOTTSBLUFF PUBLIC SCHOOLS	79-0032-002	BLUFFS MIDDLE SCHOOL	06	48	71	2	0	41	38	10	8	2	2	103	119	222

79-0032	SCOTTSBLUFF PUBLIC SCHOOLS	79-0032-002	BLUFFS MIDDLE SCHOOL	07	75	60	1	0	38	23	10	10	1	3	125	96	221

79-0032	SCOTTSBLUFF PUBLIC SCHOOLS	79-0032-002	BLUFFS MIDDLE SCHOOL	08	56	57	1	1	35	29	11	8	1	0	104	95	199

79-0032	SCOTTSBLUFF PUBLIC SCHOOLS	79-0032-003	LINCOLN HEIGHTS ELEMENTARY SCH	K	13	24	0	0	2	5	1	3	1	0	17	32	49

79-0032	SCOTTSBLUFF PUBLIC SCHOOLS	79-0032-003	LINCOLN HEIGHTS ELEMENTARY SCH	01	14	13	0	0	4	4	1	0	0	0	19	17	36

79-0032	SCOTTSBLUFF PUBLIC SCHOOLS	79-0032-003	LINCOLN HEIGHTS ELEMENTARY SCH	02	8	18	0	0	4	3	1	0	0	0	13	21	34

79-0032	SCOTTSBLUFF PUBLIC SCHOOLS	79-0032-003	LINCOLN HEIGHTS ELEMENTARY SCH	03	15	12	1	1	3	3	1	0	0	0	20	16	36

79-0032	SCOTTSBLUFF PUBLIC SCHOOLS	79-0032-003	LINCOLN HEIGHTS ELEMENTARY SCH	04	10	16	0	0	2	1	0	1	0	0	12	18	30

79-0032	SCOTTSBLUFF PUBLIC SCHOOLS	79-0032-003	LINCOLN HEIGHTS ELEMENTARY SCH	05	12	11	0	0	6	6	1	0	0	0	19	17	36

79-0032	SCOTTSBLUFF PUBLIC SCHOOLS	79-0032-004	LONGFELLOW ELEMENTARY SCHOOL	PK	4	6	0	0	3	2	0	1	0	0	7	9	16

79-0032	SCOTTSBLUFF PUBLIC SCHOOLS	79-0032-004	LONGFELLOW ELEMENTARY SCHOOL	K	14	15	0	0	3	11	1	0	0	0	18	26	44

79-0032	SCOTTSBLUFF PUBLIC SCHOOLS	79-0032-004	LONGFELLOW ELEMENTARY SCHOOL	01	11	16	0	0	5	10	1	1	1	2	18	29	47

79-0032	SCOTTSBLUFF PUBLIC SCHOOLS	79-0032-004	LONGFELLOW ELEMENTARY SCHOOL	02	17	17	0	0	5	7	2	0	0	1	24	25	49

79-0032	SCOTTSBLUFF PUBLIC SCHOOLS	79-0032-004	LONGFELLOW ELEMENTARY SCHOOL	03	15	19	0	0	5	1	0	0	0	0	20	20	40

79-0032	SCOTTSBLUFF PUBLIC SCHOOLS	79-0032-004	LONGFELLOW ELEMENTARY SCHOOL	04	12	17	1	0	5	6	1	1	0	0	19	24	43

79-0032	SCOTTSBLUFF PUBLIC SCHOOLS	79-0032-004	LONGFELLOW ELEMENTARY SCHOOL	05	11	17	0	2	7	5	1	0	0	1	19	25	44

79-0032	SCOTTSBLUFF PUBLIC SCHOOLS	79-0032-005	ROOSEVELT ELEMENTARY SCHOOL	K	2	4	0	0	16	14	4	2	1	0	23	20	43

79-0032	SCOTTSBLUFF PUBLIC SCHOOLS	79-0032-005	ROOSEVELT ELEMENTARY SCHOOL	01	2	0	0	0	22	14	6	3	1	0	31	17	48

79-0032	SCOTTSBLUFF PUBLIC SCHOOLS	79-0032-005	ROOSEVELT ELEMENTARY SCHOOL	02	0	1	0	0	17	20	1	2	0	1	18	24	42

79-0032	SCOTTSBLUFF PUBLIC SCHOOLS	79-0032-005	ROOSEVELT ELEMENTARY SCHOOL	03	0	4	0	0	18	12	3	3	0	0	21	19	40

79-0032	SCOTTSBLUFF PUBLIC SCHOOLS	79-0032-005	ROOSEVELT ELEMENTARY SCHOOL	04	2	2	0	0	18	15	4	5	0	1	24	23	47

79-0032	SCOTTSBLUFF PUBLIC SCHOOLS	79-0032-005	ROOSEVELT ELEMENTARY SCHOOL	05	6	4	0	0	20	17	6	5	0	0	32	26	58

79-0032	SCOTTSBLUFF PUBLIC SCHOOLS	79-0032-006	WESTMOOR ELEMENTARY SCHOOL	K	12	19	0	0	7	12	1	1	1	0	21	32	53

79-0032	SCOTTSBLUFF PUBLIC SCHOOLS	79-0032-006	WESTMOOR ELEMENTARY SCHOOL	01	13	19	2	0	5	10	0	1	1	1	21	31	52

79-0032	SCOTTSBLUFF PUBLIC SCHOOLS	79-0032-006	WESTMOOR ELEMENTARY SCHOOL	02	19	14	0	0	8	6	0	0	0	1	27	21	48

79-0032	SCOTTSBLUFF PUBLIC SCHOOLS	79-0032-006	WESTMOOR ELEMENTARY SCHOOL	03	23	16	0	0	7	8	1	2	0	0	31	26	57

79-0032	SCOTTSBLUFF PUBLIC SCHOOLS	79-0032-006	WESTMOOR ELEMENTARY SCHOOL	04	21	16	0	0	8	11	1	0	0	1	30	28	58

79-0032	SCOTTSBLUFF PUBLIC SCHOOLS	79-0032-006	WESTMOOR ELEMENTARY SCHOOL	05	18	22	0	0	6	7	4	1	1	0	29	30	59

79-0060	CEDAR CANYON PUBLIC SCHOOL	79-0060-001	CEDAR CANYON PUBLIC SCHOOL	K	5	4	0	0	1	0	0	0	0	0	6	4	10

79-0060	CEDAR CANYON PUBLIC SCHOOL	79-0060-001	CEDAR CANYON PUBLIC SCHOOL	01	2	2	0	0	0	1	0	0	0	0	2	3	5

79-0060	CEDAR CANYON PUBLIC SCHOOL	79-0060-001	CEDAR CANYON PUBLIC SCHOOL	02	2	4	0	0	0	0	0	0	0	0	2	4	6

79-0060	CEDAR CANYON PUBLIC SCHOOL	79-0060-001	CEDAR CANYON PUBLIC SCHOOL	03	5	3	0	0	0	0	0	0	0	0	5	3	8

79-0060	CEDAR CANYON PUBLIC SCHOOL	79-0060-001	CEDAR CANYON PUBLIC SCHOOL	04	9	5	0	0	0	0	0	0	1	0	10	5	15

79-0060	CEDAR CANYON PUBLIC SCHOOL	79-0060-001	CEDAR CANYON PUBLIC SCHOOL	05	6	10	0	0	0	1	0	0	0	0	6	11	17

79-0060	CEDAR CANYON PUBLIC SCHOOL	79-0060-001	CEDAR CANYON PUBLIC SCHOOL	06	3	6	0	0	0	0	0	0	1	0	4	6	10

79-0060	CEDAR CANYON PUBLIC SCHOOL	79-0060-001	CEDAR CANYON PUBLIC SCHOOL	07	2	6	0	0	0	0	0	0	0	0	2	6	8

79-0060	CEDAR CANYON PUBLIC SCHOOL	79-0060-001	CEDAR CANYON PUBLIC SCHOOL	08	5	2	0	0	0	0	0	0	0	0	5	2	7

79-0064	LAKE MINATARE PUBLIC SCHOOL	79-0064-001	LAKE MINATARE PUBLIC SCHOOL	K	2	3	0	0	1	1	0	0	0	0	3	4	7

79-0064	LAKE MINATARE PUBLIC SCHOOL	79-0064-001	LAKE MINATARE PUBLIC SCHOOL	01	7	7	0	0	0	0	0	0	0	0	7	7	14

79-0064	LAKE MINATARE PUBLIC SCHOOL	79-0064-001	LAKE MINATARE PUBLIC SCHOOL	02	7	2	0	0	0	0	0	0	0	0	7	2	9

79-0064	LAKE MINATARE PUBLIC SCHOOL	79-0064-001	LAKE MINATARE PUBLIC SCHOOL	03	4	2	0	0	0	0	0	0	0	0	4	2	6

79-0064	LAKE MINATARE PUBLIC SCHOOL	79-0064-001	LAKE MINATARE PUBLIC SCHOOL	04	8	3	0	0	0	0	0	0	0	0	8	3	11

79-0064	LAKE MINATARE PUBLIC SCHOOL	79-0064-001	LAKE MINATARE PUBLIC SCHOOL	05	3	2	0	0	0	0	0	0	0	0	3	2	5

79-0064	LAKE MINATARE PUBLIC SCHOOL	79-0064-001	LAKE MINATARE PUBLIC SCHOOL	06	4	3	0	0	0	0	0	0	0	0	4	3	7

79-0064	LAKE MINATARE PUBLIC SCHOOL	79-0064-001	LAKE MINATARE PUBLIC SCHOOL	07	2	6	0	0	1	0	0	0	0	0	3	6	9

79-0064	LAKE MINATARE PUBLIC SCHOOL	79-0064-001	LAKE MINATARE PUBLIC SCHOOL	08	7	5	0	0	1	0	0	0	0	0	8	5	13

79-0065	LAKE ALICE PUBLIC SCHOOL	79-0065-001	LAKE ALICE PUBLIC SCHOOL	K	2	4	0	0	0	0	0	0	0	0	2	4	6

79-0065	LAKE ALICE PUBLIC SCHOOL	79-0065-001	LAKE ALICE PUBLIC SCHOOL	01	4	8	0	0	0	0	0	0	0	0	4	8	12

79-0065	LAKE ALICE PUBLIC SCHOOL	79-0065-001	LAKE ALICE PUBLIC SCHOOL	02	3	2	0	0	1	0	0	0	0	0	4	2	6

79-0065	LAKE ALICE PUBLIC SCHOOL	79-0065-001	LAKE ALICE PUBLIC SCHOOL	03	2	6	0	0	0	0	1	0	0	0	3	6	9

79-0065	LAKE ALICE PUBLIC SCHOOL	79-0065-001	LAKE ALICE PUBLIC SCHOOL	04	6	2	0	0	0	0	0	0	0	0	6	2	8

79-0065	LAKE ALICE PUBLIC SCHOOL	79-0065-001	LAKE ALICE PUBLIC SCHOOL	05	6	6	0	0	1	0	1	0	0	0	8	6	14

79-0065	LAKE ALICE PUBLIC SCHOOL	79-0065-001	LAKE ALICE PUBLIC SCHOOL	06	2	4	0	0	1	1	0	0	0	0	3	5	8

79-0065	LAKE ALICE PUBLIC SCHOOL	79-0065-001	LAKE ALICE PUBLIC SCHOOL	07	6	7	0	0	1	0	0	0	0	0	7	7	14

79-0065	LAKE ALICE PUBLIC SCHOOL	79-0065-001	LAKE ALICE PUBLIC SCHOOL	08	1	2	0	0	0	1	0	0	0	0	1	3	4

79-0702	ST AGNES ELEMENTARY SCHOOL	79-0702-001	ST AGNES ELEMENTARY SCHOOL	K	3	4	1	0	2	1	0	0	0	1	6	6	12

79-0702	ST AGNES ELEMENTARY SCHOOL	79-0702-001	ST AGNES ELEMENTARY SCHOOL	01	4	7	1	0	0	0	0	0	0	0	5	7	12

79-0702	ST AGNES ELEMENTARY SCHOOL	79-0702-001	ST AGNES ELEMENTARY SCHOOL	02	1	6	1	0	3	1	0	0	0	0	5	7	12

79-0702	ST AGNES ELEMENTARY SCHOOL	79-0702-001	ST AGNES ELEMENTARY SCHOOL	03	5	3	0	0	1	2	0	0	0	0	6	5	11

79-0702	ST AGNES ELEMENTARY SCHOOL	79-0702-001	ST AGNES ELEMENTARY SCHOOL	04	4	4	0	0	1	2	0	0	0	0	5	6	11

79-0702	ST AGNES ELEMENTARY SCHOOL	79-0702-001	ST AGNES ELEMENTARY SCHOOL	05	9	7	0	0	0	0	0	0	1	0	10	7	17

79-0703	VALLEY VIEW SDA CHRISITAN SCH	79-0703-001	VALLEY VIEW SDA CHRISTIAN SCH	01	0	0	0	0	1	0	0	0	0	0	1	0	1

79-0703	VALLEY VIEW SDA CHRISITAN SCH	79-0703-001	VALLEY VIEW SDA CHRISTIAN SCH	02	0	0	0	0	1	0	0	0	0	0	1	0	1

79-0703	VALLEY VIEW SDA CHRISITAN SCH	79-0703-001	VALLEY VIEW SDA CHRISTIAN SCH	04	3	0	0	0	1	0	0	0	0	0	4	0	4

79-0703	VALLEY VIEW SDA CHRISITAN SCH	79-0703-001	VALLEY VIEW SDA CHRISTIAN SCH	06	1	0	0	0	0	0	0	0	0	0	1	0	1

79-0703	VALLEY VIEW SDA CHRISITAN SCH	79-0703-001	VALLEY VIEW SDA CHRISTIAN SCH	07	1	0	0	0	0	0	0	0	0	0	1	0	1

79-0705	COMMUNITY CHRISTIAN SCHOOLS	79-0705-001	COMMUNITY CHRISTIAN ELEMENTARY	PK	6	8	0	0	2	3	0	0	0	0	8	11	19

79-0705	COMMUNITY CHRISTIAN SCHOOLS	79-0705-001	COMMUNITY CHRISTIAN ELEMENTARY	K	9	9	0	0	0	0	0	0	0	0	9	9	18

79-0705	COMMUNITY CHRISTIAN SCHOOLS	79-0705-001	COMMUNITY CHRISTIAN ELEMENTARY	01	10	7	0	0	1	0	0	0	0	0	11	7	18

79-0705	COMMUNITY CHRISTIAN SCHOOLS	79-0705-001	COMMUNITY CHRISTIAN ELEMENTARY	02	10	4	0	0	2	0	0	0	0	0	12	4	16

79-0705	COMMUNITY CHRISTIAN SCHOOLS	79-0705-001	COMMUNITY CHRISTIAN ELEMENTARY	03	11	14	0	0	0	0	0	0	0	0	11	14	25

79-0705	COMMUNITY CHRISTIAN SCHOOLS	79-0705-001	COMMUNITY CHRISTIAN ELEMENTARY	04	11	13	0	0	1	0	0	0	0	0	12	13	25

79-0705	COMMUNITY CHRISTIAN SCHOOLS	79-0705-001	COMMUNITY CHRISTIAN ELEMENTARY	05	10	8	0	0	0	0	0	0	0	0	10	8	18

79-0705	COMMUNITY CHRISTIAN SCHOOLS	79-0705-001	COMMUNITY CHRISTIAN ELEMENTARY	06	10	11	0	0	0	1	0	0	0	0	10	12	22

79-0705	COMMUNITY CHRISTIAN SCHOOLS	79-0705-002	COMMUNITY CHRISTIAN JR HIGH	07	6	8	0	0	0	1	0	0	0	0	6	9	15

79-0705	COMMUNITY CHRISTIAN SCHOOLS	79-0705-002	COMMUNITY CHRISTIAN JR HIGH	08	3	6	0	0	0	0	0	0	0	0	3	6	9

80-0005	MILFORD PUBLIC SCHOOLS	80-0005-001	MILFORD HIGH SCHOOL	07	33	19	0	0	0	1	0	0	1	1	34	21	55

80-0005	MILFORD PUBLIC SCHOOLS	80-0005-001	MILFORD HIGH SCHOOL	08	37	37	0	0	1	0	0	0	1	0	39	37	76

80-0005	MILFORD PUBLIC SCHOOLS	80-0005-001	MILFORD HIGH SCHOOL	09	31	23	0	0	0	0	0	0	0	0	31	23	54

80-0005	MILFORD PUBLIC SCHOOLS	80-0005-001	MILFORD HIGH SCHOOL	10	28	34	1	0	1	2	1	1	0	0	31	37	68

80-0005	MILFORD PUBLIC SCHOOLS	80-0005-001	MILFORD HIGH SCHOOL	11	31	16	0	0	1	0	0	0	0	0	32	16	48

80-0005	MILFORD PUBLIC SCHOOLS	80-0005-001	MILFORD HIGH SCHOOL	12	19	23	0	0	1	0	0	1	0	1	20	25	45

80-0005	MILFORD PUBLIC SCHOOLS	80-0005-002	MILFORD ELEMENTARY SCHOOL	PK	1	7	0	0	0	0	0	0	0	0	1	7	8

80-0005	MILFORD PUBLIC SCHOOLS	80-0005-002	MILFORD ELEMENTARY SCHOOL	K	18	15	0	0	1	1	0	0	0	0	19	16	35

80-0005	MILFORD PUBLIC SCHOOLS	80-0005-002	MILFORD ELEMENTARY SCHOOL	01	17	21	0	0	2	2	0	1	1	1	20	25	45

80-0005	MILFORD PUBLIC SCHOOLS	80-0005-002	MILFORD ELEMENTARY SCHOOL	02	18	26	0	0	3	0	0	0	0	1	21	27	48

80-0005	MILFORD PUBLIC SCHOOLS	80-0005-002	MILFORD ELEMENTARY SCHOOL	03	24	25	0	0	0	2	1	0	0	0	25	27	52

80-0005	MILFORD PUBLIC SCHOOLS	80-0005-002	MILFORD ELEMENTARY SCHOOL	04	12	23	0	0	1	0	2	0	1	0	16	23	39

80-0005	MILFORD PUBLIC SCHOOLS	80-0005-002	MILFORD ELEMENTARY SCHOOL	05	21	29	0	0	2	0	2	0	1	0	26	29	55

80-0005	MILFORD PUBLIC SCHOOLS	80-0005-002	MILFORD ELEMENTARY SCHOOL	06	22	29	0	0	1	0	1	0	0	1	24	30	54

80-0005	MILFORD PUBLIC SCHOOLS	80-0005-003	PLEASANT DALE ELEMENTARY SCH	K	5	1	0	0	0	0	0	0	0	0	5	1	6

80-0005	MILFORD PUBLIC SCHOOLS	80-0005-003	PLEASANT DALE ELEMENTARY SCH	01	2	3	0	0	0	0	0	0	0	0	2	3	5

80-0005	MILFORD PUBLIC SCHOOLS	80-0005-003	PLEASANT DALE ELEMENTARY SCH	02	3	2	0	0	0	0	0	0	0	0	3	2	5

80-0005	MILFORD PUBLIC SCHOOLS	80-0005-003	PLEASANT DALE ELEMENTARY SCH	03	5	3	0	0	0	0	0	0	0	0	5	3	8

80-0005	MILFORD PUBLIC SCHOOLS	80-0005-003	PLEASANT DALE ELEMENTARY SCH	04	0	7	0	0	0	0	0	0	0	0	0	7	7

80-0005	MILFORD PUBLIC SCHOOLS	80-0005-003	PLEASANT DALE ELEMENTARY SCH	05	2	7	0	0	0	0	0	0	0	0	2	7	9

80-0009	SEWARD PUBLIC SCHOOLS	80-0009-001	SEWARD HIGH SCHOOL	09	53	61	0	2	1	1	0	1	3	0	57	65	122

80-0009	SEWARD PUBLIC SCHOOLS	80-0009-001	SEWARD HIGH SCHOOL	10	62	43	0	1	2	1	0	3	0	0	64	48	112

80-0009	SEWARD PUBLIC SCHOOLS	80-0009-001	SEWARD HIGH SCHOOL	11	58	74	0	0	1	0	0	0	0	1	59	75	134

80-0009	SEWARD PUBLIC SCHOOLS	80-0009-001	SEWARD HIGH SCHOOL	12	58	66	0	0	1	0	0	0	0	1	59	67	126

80-0009	SEWARD PUBLIC SCHOOLS	80-0009-002	SEWARD MIDDLE SCHOOL	05	50	43	0	2	0	2	0	0	0	0	50	47	97

80-0009	SEWARD PUBLIC SCHOOLS	80-0009-002	SEWARD MIDDLE SCHOOL	06	51	48	0	0	1	0	1	0	0	0	53	48	101

80-0009	SEWARD PUBLIC SCHOOLS	80-0009-002	SEWARD MIDDLE SCHOOL	07	50	38	3	1	0	1	0	0	0	1	53	41	94

80-0009	SEWARD PUBLIC SCHOOLS	80-0009-002	SEWARD MIDDLE SCHOOL	08	44	62	0	1	0	1	0	0	1	0	45	64	109

