CoDist	DistName	CoDistSch	SchName	Grade	FWNH	MWNH	FAPI	MAPI	FH	MH	FAIA	MAIA	FBNH	MBNH	Female	Male	Total
01-0018	HASTINGS PUBLIC SCHOOLS	01-0018-002	HASTINGS MIDDLE SCHOOL	07	92	89	3	1	15	10	2	2	4	1	116	103	219

01-0018	HASTINGS PUBLIC SCHOOLS	01-0018-002	HASTINGS MIDDLE SCHOOL	08	110	102	2	2	23	14	1	1	4	1	140	120	260

01-0018	HASTINGS PUBLIC SCHOOLS	01-0018-003	ALCOTT ELEMENTARY SCHOOL	K	19	25	0	0	5	8	0	0	0	1	24	34	58

01-0018	HASTINGS PUBLIC SCHOOLS	01-0018-003	ALCOTT ELEMENTARY SCHOOL	01	14	18	0	0	5	7	1	0	0	1	20	26	46

01-0018	HASTINGS PUBLIC SCHOOLS	01-0018-003	ALCOTT ELEMENTARY SCHOOL	02	14	13	0	1	6	1	1	0	0	0	21	15	36

01-0018	HASTINGS PUBLIC SCHOOLS	01-0018-003	ALCOTT ELEMENTARY SCHOOL	03	24	16	0	0	4	3	0	0	0	0	28	19	47

01-0018	HASTINGS PUBLIC SCHOOLS	01-0018-003	ALCOTT ELEMENTARY SCHOOL	04	18	18	0	0	6	5	0	0	0	0	24	23	47

01-0018	HASTINGS PUBLIC SCHOOLS	01-0018-003	ALCOTT ELEMENTARY SCHOOL	05	14	13	0	1	4	1	1	1	1	0	20	16	36

01-0018	HASTINGS PUBLIC SCHOOLS	01-0018-003	ALCOTT ELEMENTARY SCHOOL	06	23	25	0	1	6	5	0	1	0	0	29	32	61

01-0018	HASTINGS PUBLIC SCHOOLS	01-0018-004	HAWTHORNE ELEMENTARY SCHOOL	PK	23	59	0	2	2	5	0	0	1	1	26	67	93

01-0018	HASTINGS PUBLIC SCHOOLS	01-0018-004	HAWTHORNE ELEMENTARY SCHOOL	K	14	17	2	1	0	6	0	0	0	0	16	24	40

01-0018	HASTINGS PUBLIC SCHOOLS	01-0018-004	HAWTHORNE ELEMENTARY SCHOOL	01	12	22	0	1	5	2	0	0	1	0	18	25	43

01-0018	HASTINGS PUBLIC SCHOOLS	01-0018-004	HAWTHORNE ELEMENTARY SCHOOL	02	12	15	2	1	3	3	0	0	0	0	17	19	36

01-0018	HASTINGS PUBLIC SCHOOLS	01-0018-004	HAWTHORNE ELEMENTARY SCHOOL	03	23	20	0	0	1	1	0	0	0	1	24	22	46

01-0018	HASTINGS PUBLIC SCHOOLS	01-0018-004	HAWTHORNE ELEMENTARY SCHOOL	04	13	14	0	0	3	3	0	0	0	1	16	18	34

01-0018	HASTINGS PUBLIC SCHOOLS	01-0018-004	HAWTHORNE ELEMENTARY SCHOOL	05	19	16	1	0	0	2	0	1	1	0	21	19	40

01-0018	HASTINGS PUBLIC SCHOOLS	01-0018-004	HAWTHORNE ELEMENTARY SCHOOL	06	18	15	1	0	2	0	0	0	1	0	22	15	37

01-0018	HASTINGS PUBLIC SCHOOLS	01-0018-005	LINCOLN ELEMENTARY SCHOOL	PK	6	18	4	0	1	2	0	0	0	1	11	21	32

01-0018	HASTINGS PUBLIC SCHOOLS	01-0018-005	LINCOLN ELEMENTARY SCHOOL	K	14	18	1	0	3	4	0	0	1	2	19	24	43

01-0018	HASTINGS PUBLIC SCHOOLS	01-0018-005	LINCOLN ELEMENTARY SCHOOL	01	15	14	0	1	6	9	1	0	2	0	24	24	48

01-0018	HASTINGS PUBLIC SCHOOLS	01-0018-005	LINCOLN ELEMENTARY SCHOOL	02	13	15	1	0	1	7	1	3	1	0	17	25	42

01-0018	HASTINGS PUBLIC SCHOOLS	01-0018-005	LINCOLN ELEMENTARY SCHOOL	03	19	14	0	0	4	0	0	0	1	1	24	15	39

01-0018	HASTINGS PUBLIC SCHOOLS	01-0018-005	LINCOLN ELEMENTARY SCHOOL	04	15	15	0	0	4	5	0	0	0	0	19	20	39

01-0018	HASTINGS PUBLIC SCHOOLS	01-0018-005	LINCOLN ELEMENTARY SCHOOL	05	18	14	0	1	2	4	0	0	0	1	20	20	40

01-0018	HASTINGS PUBLIC SCHOOLS	01-0018-005	LINCOLN ELEMENTARY SCHOOL	06	10	17	1	1	2	7	0	0	1	0	14	25	39

01-0018	HASTINGS PUBLIC SCHOOLS	01-0018-006	LONGFELLOW ELEMENTARY SCHOOL	K	16	19	0	1	2	4	0	0	0	1	18	25	43

01-0018	HASTINGS PUBLIC SCHOOLS	01-0018-006	LONGFELLOW ELEMENTARY SCHOOL	01	15	21	1	0	10	4	0	0	0	1	26	26	52

01-0018	HASTINGS PUBLIC SCHOOLS	01-0018-006	LONGFELLOW ELEMENTARY SCHOOL	02	13	19	0	1	6	6	1	0	0	0	20	26	46

01-0018	HASTINGS PUBLIC SCHOOLS	01-0018-006	LONGFELLOW ELEMENTARY SCHOOL	03	15	20	1	0	12	3	0	0	0	0	28	23	51

01-0018	HASTINGS PUBLIC SCHOOLS	01-0018-006	LONGFELLOW ELEMENTARY SCHOOL	04	10	21	1	0	2	6	0	0	0	0	13	27	40

01-0018	HASTINGS PUBLIC SCHOOLS	01-0018-006	LONGFELLOW ELEMENTARY SCHOOL	05	18	21	1	0	4	2	0	1	0	0	23	24	47

01-0018	HASTINGS PUBLIC SCHOOLS	01-0018-006	LONGFELLOW ELEMENTARY SCHOOL	06	24	19	1	0	6	7	0	1	0	1	31	28	59

01-0018	HASTINGS PUBLIC SCHOOLS	01-0018-007	MORTON ELEMENTARY SCHOOL	K	15	18	1	1	1	2	0	0	0	0	17	21	38

01-0018	HASTINGS PUBLIC SCHOOLS	01-0018-007	MORTON ELEMENTARY SCHOOL	01	14	22	1	0	1	2	0	0	1	1	17	25	42

01-0018	HASTINGS PUBLIC SCHOOLS	01-0018-007	MORTON ELEMENTARY SCHOOL	02	12	16	2	0	3	3	0	0	0	0	17	19	36

01-0018	HASTINGS PUBLIC SCHOOLS	01-0018-007	MORTON ELEMENTARY SCHOOL	03	12	13	2	1	0	1	1	0	1	0	16	15	31

01-0018	HASTINGS PUBLIC SCHOOLS	01-0018-007	MORTON ELEMENTARY SCHOOL	04	11	17	0	1	5	6	0	0	0	0	16	24	40

01-0018	HASTINGS PUBLIC SCHOOLS	01-0018-007	MORTON ELEMENTARY SCHOOL	05	22	16	0	0	0	1	1	0	1	1	24	18	42

01-0018	HASTINGS PUBLIC SCHOOLS	01-0018-007	MORTON ELEMENTARY SCHOOL	06	15	18	1	0	3	3	0	0	0	0	19	21	40

01-0018	HASTINGS PUBLIC SCHOOLS	01-0018-008	RAYMOND A WATSON ELEM SCHOOL	PK	7	7	0	0	1	1	0	0	0	0	8	8	16

01-0018	HASTINGS PUBLIC SCHOOLS	01-0018-008	RAYMOND A WATSON ELEM SCHOOL	K	8	14	0	0	0	0	0	0	1	0	9	14	23

01-0018	HASTINGS PUBLIC SCHOOLS	01-0018-008	RAYMOND A WATSON ELEM SCHOOL	01	10	4	0	1	0	1	0	0	0	0	10	6	16

01-0018	HASTINGS PUBLIC SCHOOLS	01-0018-008	RAYMOND A WATSON ELEM SCHOOL	02	13	9	1	1	0	0	0	0	0	0	14	10	24

01-0018	HASTINGS PUBLIC SCHOOLS	01-0018-008	RAYMOND A WATSON ELEM SCHOOL	03	7	11	0	0	1	0	0	0	0	0	8	11	19

01-0018	HASTINGS PUBLIC SCHOOLS	01-0018-008	RAYMOND A WATSON ELEM SCHOOL	04	9	10	0	0	0	0	0	0	0	1	9	11	20

01-0018	HASTINGS PUBLIC SCHOOLS	01-0018-008	RAYMOND A WATSON ELEM SCHOOL	05	9	6	0	0	0	0	0	0	0	0	9	6	15

01-0018	HASTINGS PUBLIC SCHOOLS	01-0018-008	RAYMOND A WATSON ELEM SCHOOL	06	9	14	0	0	0	0	0	0	0	0	9	14	23

01-0029	RISING STAR PUBLIC SCHOOL	01-0029-001	RISING STAR PUBLIC SCHOOL	K	3	0	0	0	0	0	0	0	0	0	3	0	3

01-0029	RISING STAR PUBLIC SCHOOL	01-0029-001	RISING STAR PUBLIC SCHOOL	01	1	0	0	0	0	0	0	0	0	0	1	0	1

01-0029	RISING STAR PUBLIC SCHOOL	01-0029-001	RISING STAR PUBLIC SCHOOL	03	0	1	0	0	0	0	0	0	0	0	0	1	1

01-0029	RISING STAR PUBLIC SCHOOL	01-0029-001	RISING STAR PUBLIC SCHOOL	04	1	0	0	0	0	0	0	0	0	0	1	0	1

01-0029	RISING STAR PUBLIC SCHOOL	01-0029-001	RISING STAR PUBLIC SCHOOL	05	1	0	0	0	0	0	0	0	0	0	1	0	1

01-0029	RISING STAR PUBLIC SCHOOL	01-0029-001	RISING STAR PUBLIC SCHOOL	06	2	0	0	0	0	0	0	0	0	0	2	0	2

01-0033	TRI-VIEW PUBLIC SCHOOL	01-0033-001	TRI-VIEW PUBLIC SCHOOL	K	1	2	0	0	0	0	0	0	0	0	1	2	3

01-0033	TRI-VIEW PUBLIC SCHOOL	01-0033-001	TRI-VIEW PUBLIC SCHOOL	01	3	1	0	0	0	0	0	0	0	0	3	1	4

01-0033	TRI-VIEW PUBLIC SCHOOL	01-0033-001	TRI-VIEW PUBLIC SCHOOL	02	1	1	0	0	0	0	0	0	0	0	1	1	2

01-0033	TRI-VIEW PUBLIC SCHOOL	01-0033-001	TRI-VIEW PUBLIC SCHOOL	03	1	4	0	0	0	0	0	0	0	0	1	4	5

01-0033	TRI-VIEW PUBLIC SCHOOL	01-0033-001	TRI-VIEW PUBLIC SCHOOL	04	1	1	0	0	0	0	0	0	0	0	1	1	2

01-0033	TRI-VIEW PUBLIC SCHOOL	01-0033-001	TRI-VIEW PUBLIC SCHOOL	06	3	1	1	0	0	0	0	0	0	0	4	1	5

01-0053	AYR PUBLIC SCHOOL	01-0053-001	AYR PUBLIC SCHOOL	K	4	2	0	0	0	0	0	0	0	0	4	2	6

01-0053	AYR PUBLIC SCHOOL	01-0053-001	AYR PUBLIC SCHOOL	01	0	1	0	0	0	0	0	0	0	1	0	2	2

01-0053	AYR PUBLIC SCHOOL	01-0053-001	AYR PUBLIC SCHOOL	02	5	2	0	0	0	0	0	0	0	0	5	2	7

01-0053	AYR PUBLIC SCHOOL	01-0053-001	AYR PUBLIC SCHOOL	03	1	1	0	0	0	0	0	0	1	0	2	1	3

01-0053	AYR PUBLIC SCHOOL	01-0053-001	AYR PUBLIC SCHOOL	04	1	3	0	0	0	0	0	0	0	0	1	3	4

01-0053	AYR PUBLIC SCHOOL	01-0053-001	AYR PUBLIC SCHOOL	05	2	0	0	0	0	0	0	0	1	0	3	0	3

01-0053	AYR PUBLIC SCHOOL	01-0053-001	AYR PUBLIC SCHOOL	06	3	0	0	0	0	0	0	0	0	0	3	0	3

01-0060	WALLACE PUBLIC SCHOOL	01-0060-001	WALLACE PUBLIC SCHOOL	K	13	7	0	0	0	0	0	0	0	0	13	7	20

01-0060	WALLACE PUBLIC SCHOOL	01-0060-001	WALLACE PUBLIC SCHOOL	01	8	7	0	0	0	0	0	0	0	0	8	7	15

01-0060	WALLACE PUBLIC SCHOOL	01-0060-001	WALLACE PUBLIC SCHOOL	02	6	10	0	0	0	0	0	0	0	0	6	10	16

01-0060	WALLACE PUBLIC SCHOOL	01-0060-001	WALLACE PUBLIC SCHOOL	03	8	10	0	0	0	0	0	0	0	0	8	10	18

01-0060	WALLACE PUBLIC SCHOOL	01-0060-001	WALLACE PUBLIC SCHOOL	04	7	9	0	0	0	1	0	0	0	0	7	10	17

01-0060	WALLACE PUBLIC SCHOOL	01-0060-001	WALLACE PUBLIC SCHOOL	05	14	6	0	0	0	0	0	0	0	0	14	6	20

01-0060	WALLACE PUBLIC SCHOOL	01-0060-001	WALLACE PUBLIC SCHOOL	06	16	10	0	0	0	0	0	0	0	0	16	10	26

01-0090	ADAMS CENTRAL JR-SR HIGH SCH	01-0090-001	ADAMS CENTRAL JR-SR HIGH SCH	07	41	48	0	0	1	2	0	0	2	0	44	50	94

01-0090	ADAMS CENTRAL JR-SR HIGH SCH	01-0090-001	ADAMS CENTRAL JR-SR HIGH SCH	08	27	42	0	1	0	1	0	0	0	3	27	47	74

01-0090	ADAMS CENTRAL JR-SR HIGH SCH	01-0090-001	ADAMS CENTRAL JR-SR HIGH SCH	09	29	38	0	0	0	1	0	0	1	0	30	39	69

01-0090	ADAMS CENTRAL JR-SR HIGH SCH	01-0090-001	ADAMS CENTRAL JR-SR HIGH SCH	10	36	33	0	1	0	0	0	0	0	1	36	35	71

01-0090	ADAMS CENTRAL JR-SR HIGH SCH	01-0090-001	ADAMS CENTRAL JR-SR HIGH SCH	11	55	35	1	0	0	0	0	0	0	0	56	35	91

01-0090	ADAMS CENTRAL JR-SR HIGH SCH	01-0090-001	ADAMS CENTRAL JR-SR HIGH SCH	12	30	37	1	0	0	0	0	0	0	0	31	37	68

01-0123	SILVER LAKE PUBLIC SCHOOLS	01-0123-001	SILVER LAKE HIGH SCHOOL	07	15	9	0	0	0	0	0	0	0	0	15	9	24

01-0123	SILVER LAKE PUBLIC SCHOOLS	01-0123-001	SILVER LAKE HIGH SCHOOL	08	9	13	1	0	0	0	0	0	0	0	10	13	23

01-0123	SILVER LAKE PUBLIC SCHOOLS	01-0123-001	SILVER LAKE HIGH SCHOOL	09	10	10	0	0	1	0	0	0	0	0	11	10	21

01-0123	SILVER LAKE PUBLIC SCHOOLS	01-0123-001	SILVER LAKE HIGH SCHOOL	10	13	8	0	1	0	0	0	0	0	0	13	9	22

01-0123	SILVER LAKE PUBLIC SCHOOLS	01-0123-001	SILVER LAKE HIGH SCHOOL	11	12	18	0	0	0	0	0	0	0	0	12	18	30

01-0123	SILVER LAKE PUBLIC SCHOOLS	01-0123-001	SILVER LAKE HIGH SCHOOL	12	9	11	0	0	0	0	0	0	0	0	9	11	20

01-0123	SILVER LAKE PUBLIC SCHOOLS	01-0123-002	SILVER LAKE ELEM SCH-BLADEN	PK	12	13	0	0	0	0	0	0	0	0	12	13	25

01-0123	SILVER LAKE PUBLIC SCHOOLS	01-0123-002	SILVER LAKE ELEM SCH-BLADEN	K	9	6	0	0	0	0	0	0	0	0	9	6	15

01-0123	SILVER LAKE PUBLIC SCHOOLS	01-0123-002	SILVER LAKE ELEM SCH-BLADEN	01	9	7	0	0	0	0	0	0	0	0	9	7	16

01-0123	SILVER LAKE PUBLIC SCHOOLS	01-0123-002	SILVER LAKE ELEM SCH-BLADEN	02	6	4	0	0	0	0	0	0	0	0	6	4	10

01-0123	SILVER LAKE PUBLIC SCHOOLS	01-0123-002	SILVER LAKE ELEM SCH-BLADEN	03	8	14	0	0	0	1	0	0	0	0	8	15	23

01-0123	SILVER LAKE PUBLIC SCHOOLS	01-0123-002	SILVER LAKE ELEM SCH-BLADEN	04	6	4	0	0	1	0	0	0	0	0	7	4	11

01-0123	SILVER LAKE PUBLIC SCHOOLS	01-0123-002	SILVER LAKE ELEM SCH-BLADEN	05	8	11	0	0	0	0	0	0	0	0	8	11	19

01-0123	SILVER LAKE PUBLIC SCHOOLS	01-0123-002	SILVER LAKE ELEM SCH-BLADEN	06	15	11	0	0	0	1	0	0	0	0	15	12	27

01-0701	CHRIST LUTHERAN ELEMENTARY SCH	01-0701-001	CHRIST LUTHERAN ELEMENTARY SCH	PK	5	3	0	0	0	0	0	0	0	0	5	3	8

01-0701	CHRIST LUTHERAN ELEMENTARY SCH	01-0701-001	CHRIST LUTHERAN ELEMENTARY SCH	K	3	6	0	0	0	0	0	0	0	0	3	6	9

01-0701	CHRIST LUTHERAN ELEMENTARY SCH	01-0701-001	CHRIST LUTHERAN ELEMENTARY SCH	01	5	4	0	0	0	0	0	0	0	0	5	4	9

01-0701	CHRIST LUTHERAN ELEMENTARY SCH	01-0701-001	CHRIST LUTHERAN ELEMENTARY SCH	02	0	7	0	0	0	0	0	0	0	0	0	7	7

01-0701	CHRIST LUTHERAN ELEMENTARY SCH	01-0701-001	CHRIST LUTHERAN ELEMENTARY SCH	03	6	3	0	0	0	0	0	0	1	0	7	3	10

01-0701	CHRIST LUTHERAN ELEMENTARY SCH	01-0701-001	CHRIST LUTHERAN ELEMENTARY SCH	04	6	2	0	0	0	0	0	0	0	0	6	2	8

01-0701	CHRIST LUTHERAN ELEMENTARY SCH	01-0701-001	CHRIST LUTHERAN ELEMENTARY SCH	05	3	2	0	0	0	0	0	0	1	0	4	2	6

01-0701	CHRIST LUTHERAN ELEMENTARY SCH	01-0701-001	CHRIST LUTHERAN ELEMENTARY SCH	06	4	5	0	0	0	0	0	0	0	0	4	5	9

01-0701	CHRIST LUTHERAN ELEMENTARY SCH	01-0701-001	CHRIST LUTHERAN ELEMENTARY SCH	07	4	0	0	0	0	0	0	0	0	0	4	0	4

01-0701	CHRIST LUTHERAN ELEMENTARY SCH	01-0701-001	CHRIST LUTHERAN ELEMENTARY SCH	08	2	6	0	0	0	0	0	0	0	0	2	6	8

01-0702	HASTINGS CATHOLIC SCHOOLS	01-0702-001	ST CECILIA HIGH SCHOOL	09	18	26	1	2	0	1	0	0	0	0	19	29	48

01-0702	HASTINGS CATHOLIC SCHOOLS	01-0702-001	ST CECILIA HIGH SCHOOL	10	24	24	0	3	0	0	0	0	0	1	24	28	52

01-0702	HASTINGS CATHOLIC SCHOOLS	01-0702-001	ST CECILIA HIGH SCHOOL	11	20	28	0	2	1	1	0	0	0	0	21	31	52

01-0702	HASTINGS CATHOLIC SCHOOLS	01-0702-001	ST CECILIA HIGH SCHOOL	12	21	31	0	0	1	0	0	0	0	0	22	31	53

01-0702	HASTINGS CATHOLIC SCHOOLS	01-0702-002	ST CECILIA MIDDLE SCHOOL	06	29	26	0	1	0	0	0	0	0	0	29	27	56

01-0702	HASTINGS CATHOLIC SCHOOLS	01-0702-002	ST CECILIA MIDDLE SCHOOL	07	27	27	1	2	0	0	0	0	0	1	28	30	58

01-0702	HASTINGS CATHOLIC SCHOOLS	01-0702-002	ST CECILIA MIDDLE SCHOOL	08	25	27	0	1	0	0	0	0	0	0	25	28	53

01-0702	HASTINGS CATHOLIC SCHOOLS	01-0702-003	ST MICHAEL ELEMENTARY SCHOOL	K	22	23	2	3	0	1	0	0	0	0	24	27	51

01-0702	HASTINGS CATHOLIC SCHOOLS	01-0702-003	ST MICHAEL ELEMENTARY SCHOOL	01	17	21	3	1	0	0	0	0	0	0	20	22	42

01-0702	HASTINGS CATHOLIC SCHOOLS	01-0702-003	ST MICHAEL ELEMENTARY SCHOOL	02	21	26	2	1	1	0	0	0	0	1	24	28	52

01-0702	HASTINGS CATHOLIC SCHOOLS	01-0702-003	ST MICHAEL ELEMENTARY SCHOOL	03	33	24	1	2	0	0	0	0	0	0	34	26	60

01-0702	HASTINGS CATHOLIC SCHOOLS	01-0702-003	ST MICHAEL ELEMENTARY SCHOOL	04	28	24	0	0	0	1	0	0	1	2	29	27	56

01-0702	HASTINGS CATHOLIC SCHOOLS	01-0702-003	ST MICHAEL ELEMENTARY SCHOOL	05	29	32	1	2	1	0	0	0	0	0	31	34	65

01-0705	ZION LUTHERAN ELEMENTARY SCH	01-0705-001	ZION LUTHERAN ELEMENTARY SCH	PK	8	12	0	0	1	1	0	0	0	0	9	13	22

01-0705	ZION LUTHERAN ELEMENTARY SCH	01-0705-001	ZION LUTHERAN ELEMENTARY SCH	K	2	6	0	0	0	0	0	0	0	0	2	6	8

01-0705	ZION LUTHERAN ELEMENTARY SCH	01-0705-001	ZION LUTHERAN ELEMENTARY SCH	01	2	3	0	0	0	0	0	0	0	0	2	3	5

01-0705	ZION LUTHERAN ELEMENTARY SCH	01-0705-001	ZION LUTHERAN ELEMENTARY SCH	02	6	8	0	0	0	0	0	0	0	0	6	8	14

01-0705	ZION LUTHERAN ELEMENTARY SCH	01-0705-001	ZION LUTHERAN ELEMENTARY SCH	03	5	2	0	0	0	0	0	0	0	0	5	2	7

01-0705	ZION LUTHERAN ELEMENTARY SCH	01-0705-001	ZION LUTHERAN ELEMENTARY SCH	04	4	2	0	0	0	0	0	0	0	0	4	2	6

01-0705	ZION LUTHERAN ELEMENTARY SCH	01-0705-001	ZION LUTHERAN ELEMENTARY SCH	05	5	5	0	0	0	0	0	0	0	0	5	5	10

01-0705	ZION LUTHERAN ELEMENTARY SCH	01-0705-001	ZION LUTHERAN ELEMENTARY SCH	06	1	5	0	0	0	0	0	0	0	0	1	5	6

01-0705	ZION LUTHERAN ELEMENTARY SCH	01-0705-001	ZION LUTHERAN ELEMENTARY SCH	07	6	2	0	0	0	0	0	0	0	0	6	2	8

01-0705	ZION LUTHERAN ELEMENTARY SCH	01-0705-001	ZION LUTHERAN ELEMENTARY SCH	08	3	2	0	0	0	0	0	0	0	0	3	2	5

02-0004	VALLEY VIEW PUBLIC SCHOOL	02-0004-001	VALLEY VIEW PUBLIC SCHOOL	K	2	0	0	0	0	0	0	0	0	0	2	0	2

02-0004	VALLEY VIEW PUBLIC SCHOOL	02-0004-001	VALLEY VIEW PUBLIC SCHOOL	02	1	2	0	0	0	0	0	0	0	0	1	2	3

02-0004	VALLEY VIEW PUBLIC SCHOOL	02-0004-001	VALLEY VIEW PUBLIC SCHOOL	03	2	0	0	0	0	0	0	0	0	0	2	0	2

02-0009	NELIGH-OAKDALE SCHOOLS	02-0009-001	NELIGH-OAKDALE JR/SR HIGH SCH	07	22	16	0	0	0	0	0	0	0	0	22	16	38

02-0009	NELIGH-OAKDALE SCHOOLS	02-0009-001	NELIGH-OAKDALE JR/SR HIGH SCH	08	12	16	0	0	0	0	0	0	0	0	12	16	28

02-0009	NELIGH-OAKDALE SCHOOLS	02-0009-001	NELIGH-OAKDALE JR/SR HIGH SCH	09	22	20	0	0	1	0	0	0	1	0	24	20	44

02-0009	NELIGH-OAKDALE SCHOOLS	02-0009-001	NELIGH-OAKDALE JR/SR HIGH SCH	10	21	24	0	0	0	0	0	0	0	0	21	24	45

02-0009	NELIGH-OAKDALE SCHOOLS	02-0009-001	NELIGH-OAKDALE JR/SR HIGH SCH	11	12	19	0	0	0	0	0	0	0	0	12	19	31

02-0009	NELIGH-OAKDALE SCHOOLS	02-0009-001	NELIGH-OAKDALE JR/SR HIGH SCH	12	19	25	0	1	0	0	0	0	0	0	19	26	45

02-0009	NELIGH-OAKDALE SCHOOLS	02-0009-002	ELEM SCHOOL AT NELIGH-OAKDALE	K	12	19	0	0	0	2	0	0	0	0	12	21	33

02-0009	NELIGH-OAKDALE SCHOOLS	02-0009-002	ELEM SCHOOL AT NELIGH-OAKDALE	01	15	13	0	0	0	1	0	0	0	0	15	14	29

02-0009	NELIGH-OAKDALE SCHOOLS	02-0009-002	ELEM SCHOOL AT NELIGH-OAKDALE	02	12	13	0	0	0	0	0	0	0	0	12	13	25

02-0009	NELIGH-OAKDALE SCHOOLS	02-0009-002	ELEM SCHOOL AT NELIGH-OAKDALE	03	16	8	0	0	0	0	0	0	0	0	16	8	24

02-0009	NELIGH-OAKDALE SCHOOLS	02-0009-002	ELEM SCHOOL AT NELIGH-OAKDALE	04	9	15	0	0	0	0	0	0	0	0	9	15	24

02-0009	NELIGH-OAKDALE SCHOOLS	02-0009-002	ELEM SCHOOL AT NELIGH-OAKDALE	05	15	12	0	0	0	0	0	0	0	0	15	12	27

02-0009	NELIGH-OAKDALE SCHOOLS	02-0009-002	ELEM SCHOOL AT NELIGH-OAKDALE	06	16	13	0	0	0	0	0	0	0	0	16	13	29

02-0018	ELGIN PUBLIC SCHOOLS	02-0018-001	ELGIN HIGH SCHOOL	07	7	11	0	0	0	0	0	0	0	0	7	11	18

02-0018	ELGIN PUBLIC SCHOOLS	02-0018-001	ELGIN HIGH SCHOOL	08	7	5	0	0	0	0	0	0	0	0	7	5	12

02-0018	ELGIN PUBLIC SCHOOLS	02-0018-001	ELGIN HIGH SCHOOL	09	7	10	0	0	0	0	0	0	0	0	7	10	17

02-0018	ELGIN PUBLIC SCHOOLS	02-0018-001	ELGIN HIGH SCHOOL	10	12	9	0	0	0	0	0	0	0	0	12	9	21

02-0018	ELGIN PUBLIC SCHOOLS	02-0018-001	ELGIN HIGH SCHOOL	11	12	5	0	0	0	0	0	0	0	0	12	5	17

02-0018	ELGIN PUBLIC SCHOOLS	02-0018-001	ELGIN HIGH SCHOOL	12	9	11	0	0	0	0	0	0	0	0	9	11	20

02-0018	ELGIN PUBLIC SCHOOLS	02-0018-002	ELGIN ELEMENTARY SCHOOL	PK	7	9	0	0	0	0	1	0	0	0	8	9	17

02-0018	ELGIN PUBLIC SCHOOLS	02-0018-002	ELGIN ELEMENTARY SCHOOL	K	2	6	0	0	0	0	1	0	0	0	3	6	9

02-0018	ELGIN PUBLIC SCHOOLS	02-0018-002	ELGIN ELEMENTARY SCHOOL	01	4	6	0	0	0	0	0	0	0	0	4	6	10

02-0018	ELGIN PUBLIC SCHOOLS	02-0018-002	ELGIN ELEMENTARY SCHOOL	02	6	3	0	0	0	0	0	0	0	0	6	3	9

02-0018	ELGIN PUBLIC SCHOOLS	02-0018-002	ELGIN ELEMENTARY SCHOOL	03	1	8	0	0	0	0	0	0	0	0	1	8	9

02-0018	ELGIN PUBLIC SCHOOLS	02-0018-002	ELGIN ELEMENTARY SCHOOL	04	1	6	0	0	0	0	0	0	0	0	1	6	7

02-0018	ELGIN PUBLIC SCHOOLS	02-0018-002	ELGIN ELEMENTARY SCHOOL	05	6	3	0	0	0	0	0	0	0	0	6	3	9

02-0018	ELGIN PUBLIC SCHOOLS	02-0018-002	ELGIN ELEMENTARY SCHOOL	06	3	7	0	0	0	0	0	0	0	0	3	7	10

02-0035	SUNNYSIDE PUBLIC SCHOOL	02-0035-001	SUNNYSIDE PUBLIC SCHOOL	01	1	0	0	0	0	0	0	0	0	0	1	0	1

02-0035	SUNNYSIDE PUBLIC SCHOOL	02-0035-001	SUNNYSIDE PUBLIC SCHOOL	02	0	1	0	0	0	0	0	0	0	0	0	1	1

02-0035	SUNNYSIDE PUBLIC SCHOOL	02-0035-001	SUNNYSIDE PUBLIC SCHOOL	04	1	0	0	0	0	0	0	0	0	0	1	0	1

02-0035	SUNNYSIDE PUBLIC SCHOOL	02-0035-001	SUNNYSIDE PUBLIC SCHOOL	05	1	0	0	0	0	0	0	0	0	0	1	0	1

02-0035	SUNNYSIDE PUBLIC SCHOOL	02-0035-001	SUNNYSIDE PUBLIC SCHOOL	06	1	0	0	0	0	0	0	0	0	0	1	0	1

02-0701	ST BONIFACE ELEMENTARY SCHOOL	02-0701-001	ST BONIFACE ELEMENTARY SCHOOL	K	6	9	0	0	0	0	0	0	0	0	6	9	15

02-0701	ST BONIFACE ELEMENTARY SCHOOL	02-0701-001	ST BONIFACE ELEMENTARY SCHOOL	01	8	8	0	0	0	0	0	0	0	0	8	8	16

02-0701	ST BONIFACE ELEMENTARY SCHOOL	02-0701-001	ST BONIFACE ELEMENTARY SCHOOL	02	8	6	0	0	0	0	0	0	0	0	8	6	14

02-0701	ST BONIFACE ELEMENTARY SCHOOL	02-0701-001	ST BONIFACE ELEMENTARY SCHOOL	03	8	11	0	0	0	0	0	0	0	0	8	11	19

02-0701	ST BONIFACE ELEMENTARY SCHOOL	02-0701-001	ST BONIFACE ELEMENTARY SCHOOL	04	10	8	1	0	0	0	0	0	0	0	11	8	19

02-0701	ST BONIFACE ELEMENTARY SCHOOL	02-0701-001	ST BONIFACE ELEMENTARY SCHOOL	05	4	8	0	0	0	0	0	0	0	0	4	8	12

