Type	School Year	County	District	School	Agency Name	Average Teacher Salary	Average Years of Teaching Experience	Masters Count	Percentage of Teachers with Master’s Degrees	Teacher FTE	AM_5	AS_5	BL_5	HI_5	WH_5	AM_7	AS_7	BL_7	HI_7	PI_7	WH_7	MU_7	DataAsOf	
DI	20102011	80	0009	000	SEWARD PUBLIC SCHOOLS	49253	16.04	62	0.6200	96.56						0.00	0.00	0.00	0.00	0.00	96.56	0.00	11/26/2012	
DI	20112012	80	0009	000	SEWARD PUBLIC SCHOOLS	49735	16.26	65	0.6701	94.82						0.00	0.00	0.00	0.00	0.00	94.82	0.00	11/26/2012	
DI	20122013	80	0009	000	SEWARD PUBLIC SCHOOLS	49436	14.42	66	0.6667	96.57						0.00	0.00	0.00	0.00	0.00	96.57	0.00	07/05/2013	
SC	20082009	80	0009	001	SEWARD HIGH SCHOOL	48940	18.00	28	0.7000	36.51	0.00	0.00	0.00	0.00	36.51								11/26/2012	
SC	20092010	80	0009	001	SEWARD HIGH SCHOOL	49240	18.77	29	0.7436	37.81	0.00	0.00	0.00	0.00	37.81								11/26/2012	
SC	20102011	80	0009	001	SEWARD HIGH SCHOOL	51908	19.59	29	0.7073	38.48						0.00	0.00	0.00	0.00	0.00	38.48	0.00	11/26/2012	
SC	20112012	80	0009	001	SEWARD HIGH SCHOOL	52765	19.88	31	0.7750	37.44						0.00	0.00	0.00	0.00	0.00	37.44	0.00	11/26/2012	
SC	20122013	80	0009	001	SEWARD HIGH SCHOOL	52440	18.18	29	0.7250	37.69						0.00	0.00	0.00	0.00	0.00	37.69	0.00	07/05/2013	
SC	20082009	80	0009	002	SEWARD MIDDLE SCHOOL	45562	15.57	14	0.4667	27.44	0.00	0.00	0.00	0.00	27.44								11/26/2012	
SC	20092010	80	0009	002	SEWARD MIDDLE SCHOOL	43985	14.35	16	0.5161	27.56	0.00	0.00	0.00	0.00	27.56								11/26/2012	
SC	20102011	80	0009	002	SEWARD MIDDLE SCHOOL	46278	13.94	17	0.5484	28.38						0.00	0.00	0.00	0.00	0.00	28.38	0.00	11/26/2012	
SC	20112012	80	0009	002	SEWARD MIDDLE SCHOOL	47728	13.97	19	0.6129	28.38						0.00	0.00	0.00	0.00	0.00	28.38	0.00	11/26/2012	
SC	20122013	80	0009	002	SEWARD MIDDLE SCHOOL	47692	10.70	17	0.5152	29.38						0.00	0.00	0.00	0.00	0.00	29.38	0.00	07/05/2013	
SC	20082009	80	0009	003	SEWARD ELEMENTARY SCHOOL	45234	12.90	18	0.6207	29.00	0.00	0.00	0.00	0.00	29.00								11/26/2012	
SC	20092010	80	0009	003	SEWARD ELEMENTARY SCHOOL	43414	13.33	19	0.6333	30.00	0.00	0.00	0.00	0.00	30.00								11/26/2012	
SC	20102011	80	0009	003	SEWARD ELEMENTARY SCHOOL	49165	13.42	18	0.5806	29.70						0.00	0.00	0.00	0.00	0.00	29.70	0.00	11/26/2012	
SC	20112012	80	0009	003	SEWARD ELEMENTARY SCHOOL	48705	13.76	18	0.6207	29.00						0.00	0.00	0.00	0.00	0.00	29.00	0.00	11/26/2012	
SC	20122013	80	0009	003	SEWARD ELEMENTARY SCHOOL	48706	12.80	23	0.7667	29.50						0.00	0.00	0.00	0.00	0.00	29.50	0.00	07/05/2013	
DI	20082009	80	0567	000	CENTENNIAL PUBLIC SCHOOLS	45467	18.78	23	0.5610	39.68	0.00	0.00	0.00	0.00	39.68								11/26/2012	
DI	20092010	80	0567	000	CENTENNIAL PUBLIC SCHOOLS	46443	20.23	20	0.5000	39.13	0.00	0.00	0.00	0.00	39.13								11/26/2012	
DI	20102011	80	0567	000	CENTENNIAL PUBLIC SCHOOLS	46769	19.93	21	0.5000	40.38						0.00	0.00	0.00	0.00	0.00	40.38	0.00	11/26/2012	
DI	20112012	80	0567	000	CENTENNIAL PUBLIC SCHOOLS	47685	19.63	21	0.5122	40.25						0.00	0.00	0.00	0.00	0.00	40.25	0.00	11/26/2012	
DI	20122013	80	0567	000	CENTENNIAL PUBLIC SCHOOLS	48988	20.05	21	0.5122	40.25						0.00	0.00	0.00	0.00	0.00	40.25	0.00	07/05/2013	
SC	20082009	80	0567	001	CENTENNIAL JR-SR HIGH SCHOOL	42585	14.50	13	0.5417	21.26	0.00	0.00	0.00	0.00	21.26								11/26/2012	
SC	20092010	80	0567	001	CENTENNIAL JR-SR HIGH SCHOOL	44963	17.08	12	0.4800	21.35	0.00	0.00	0.00	0.00	21.35								11/26/2012	
SC	20102011	80	0567	001	CENTENNIAL JR-SR HIGH SCHOOL	44438	17.16	12	0.4800	21.40						0.00	0.00	0.00	0.00	0.00	21.40	0.00	11/26/2012	
SC	20112012	80	0567	001	CENTENNIAL JR-SR HIGH SCHOOL	45419	16.64	12	0.4800	21.86						0.00	0.00	0.00	0.00	0.00	21.86	0.00	11/26/2012	
SC	20122013	80	0567	001	CENTENNIAL JR-SR HIGH SCHOOL	47260	17.85	13	0.4815	21.12						0.00	0.00	0.00	0.00	0.00	21.12	0.00	07/05/2013	
SC	20082009	80	0567	002	CENTENNIAL ELEMENTARY SCHOOL	47449	22.90	10	0.4762	18.42	0.00	0.00	0.00	0.00	18.42								11/26/2012	
SC	20092010	80	0567	002	CENTENNIAL ELEMENTARY SCHOOL	47362	23.10	10	0.4762	17.78	0.00	0.00	0.00	0.00	17.78								11/26/2012	
SC	20102011	80	0567	002	CENTENNIAL ELEMENTARY SCHOOL	48330	21.82	10	0.4545	18.98						0.00	0.00	0.00	0.00	0.00	18.98	0.00	11/26/2012	
SC	20112012	80	0567	002	CENTENNIAL ELEMENTARY SCHOOL	50006	23.10	9	0.4500	18.39						0.00	0.00	0.00	0.00	0.00	18.39	0.00	11/26/2012	
SC	20122013	80	0567	002	CENTENNIAL ELEMENTARY SCHOOL	50353	22.46	12	0.5000	19.13						0.00	0.00	0.00	0.00	0.00	19.13	0.00	07/05/2013	
DI	20082009	81	0003	000	HAY SPRINGS PUBLIC SCHOOLS	37122	12.08	4	0.1600	21.35	0.00	0.00	0.00	0.00	21.35								11/26/2012	
DI	20092010	81	0003	000	HAY SPRINGS PUBLIC SCHOOLS	38303	12.42	2	0.0833	22.79	0.00	0.00	0.00	0.00	22.79								11/26/2012	
DI	20102011	81	0003	000	HAY SPRINGS PUBLIC SCHOOLS	39208	12.67	1	0.0476	19.16						0.00	0.00	0.00	0.85	0.00	18.31	0.00	11/26/2012	
DI	20112012	81	0003	000	HAY SPRINGS PUBLIC SCHOOLS	37305	14.05	1	0.0526	16.14						0.00	0.00	0.00	0.82	0.00	15.32	0.00	11/26/2012	
DI	20122013	81	0003	000	HAY SPRINGS PUBLIC SCHOOLS	39082	14.74	1	0.0526	16.77						0.00	0.00	0.00	0.00	0.00	16.77	0.00	07/05/2013	
SC	20082009	81	0003	001	HAY SPRINGS HIGH SCHOOL	38058	13.50	2	0.2000	7.68	0.00	0.00	0.00	0.00	7.68								11/26/2012	
SC	20092010	81	0003	001	HAY SPRINGS HIGH SCHOOL	38911	12.85	2	0.1538	8.06	0.00	0.00	0.00	0.00	8.06								11/26/2012	
SC	20102011	81	0003	001	HAY SPRINGS HIGH SCHOOL	37832	11.25	1	0.0833	7.23						0.00	0.00	0.00	0.52	0.00	6.71	0.00	11/26/2012	
SC	20112012	81	0003	001	HAY SPRINGS HIGH SCHOOL	34217	12.00	1	0.0909	5.84						0.00	0.00	0.00	0.82	0.00	5.02	0.00	11/26/2012	
SC	20122013	81	0003	001	HAY SPRINGS HIGH SCHOOL	36955	14.10	1	0.1000	6.01						0.00	0.00	0.00	0.00	0.00	6.01	0.00	07/05/2013	
SC	20082009	81	0003	002	HAY SPRINGS ELEMENTARY SCHOOL	36588	10.64	0	0.0000	6.40	0.00	0.00	0.00	0.00	6.40								11/26/2012	
SC	20092010	81	0003	002	HAY SPRINGS ELEMENTARY SCHOOL	38609	11.91	0	0.0000	6.72	0.00	0.00	0.00	0.00	6.72								11/26/2012	
SC	20102011	81	0003	002	HAY SPRINGS ELEMENTARY SCHOOL	40098	12.90	0	0.0000	6.86						0.00	0.00	0.00	0.00	0.00	6.86	0.00	11/26/2012	
SC	20112012	81	0003	002	HAY SPRINGS ELEMENTARY SCHOOL	53152	12.78	0	0.0000	6.01						0.00	0.00	0.00	0.00	0.00	6.01	0.00	11/26/2012	
SC	20122013	81	0003	002	HAY SPRINGS ELEMENTARY SCHOOL	40293	14.44	0	0.0000	6.17						0.00	0.00	0.00	0.00	0.00	6.17	0.00	07/05/2013	
SC	20082009	81	0003	003	HAY SPRINGS MIDDLE SCHOOL	37787	12.60	1	0.1000	3.27	0.00	0.00	0.00	0.00	3.27								11/26/2012	
SC	20092010	81	0003	003	HAY SPRINGS MIDDLE SCHOOL	38803	11.31	1	0.0769	3.45	0.00	0.00	0.00	0.00	3.45								11/26/2012	
SC	20102011	81	0003	003	HAY SPRINGS MIDDLE SCHOOL	37832	7.91	0	0.0000	4.07						0.00	0.00	0.00	0.33	0.00	3.74	0.00	11/26/2012	
SC	20112012	81	0003	003	HAY SPRINGS MIDDLE SCHOOL	42323	10.50	0	0.0000	3.58						0.00	0.00	0.00	0.00	0.00	3.58	0.00	11/26/2012	
SC	20122013	81	0003	003	HAY SPRINGS MIDDLE SCHOOL	41475	13.00	0	0.0000	3.51						0.00	0.00	0.00	0.00	0.00	3.51	0.00	07/05/2013	
SC	20082009	81	0003	005	MIRAGE FLATS SCHOOL	33795	6.83	0	0.0000	3.40	0.00	0.00	0.00	0.00	3.40								11/26/2012	
SC	20092010	81	0003	005	MIRAGE FLATS SCHOOL	35983	8.25	0	0.0000	3.56	0.00	0.00	0.00	0.00	3.56								11/26/2012	
SC	20082009	81	0003	006	HAY SPRINGS EARLY CHILDHOOD	-3	13.00	1	1.0000	0.60	0.00	0.00	0.00	0.00	0.60								11/26/2012	
SC	20092010	81	0003	006	HAY SPRINGS EARLY CHILDHOOD	32654	3.00	0	0.0000	1.00	0.00	0.00	0.00	0.00	1.00								11/26/2012	
SC	20102011	81	0003	006	HAY SPRINGS EARLY CHILDHOOD	43011	18.00	0	0.0000	1.00						0.00	0.00	0.00	0.00	0.00	1.00	0.00	11/26/2012	
SC	20112012	81	0003	006	HAY SPRINGS EARLY CHILDHOOD	44306	19.00	0	0.0000	0.71						0.00	0.00	0.00	0.00	0.00	0.71	0.00	11/26/2012	
SC	20122013	81	0003	006	HAY SPRINGS EARLY CHILDHOOD	36750	6.00	0	0.0000	1.08						0.00	0.00	0.00	0.00	0.00	1.08	0.00	07/05/2013	
DI	20082009	81	0010	000	GORDON-RUSHVILLE PUBLIC SCHS	39068	15.60	19	0.2346	81.00	0.00	0.00	0.00	0.00	81.00								11/26/2012	
DI	20092010	81	0010	000	GORDON-RUSHVILLE PUBLIC SCHS	39835	17.32	23	0.3333	68.80	0.00	0.00	0.00	0.00	68.80								11/26/2012	
DI	20102011	81	0010	000	GORDON-RUSHVILLE PUBLIC SCHS	44144	16.89	25	0.3521	70.78						1.00	0.00	0.00	0.00	0.00	69.78	0.00	11/26/2012	
DI	20112012	81	0010	000	GORDON-RUSHVILLE PUBLIC SCHS	56615	18.79	24	0.3810	59.57						1.00	0.00	0.00	0.00	0.00	58.57	0.00	11/26/2012	
DI	20122013	81	0010	000	GORDON-RUSHVILLE PUBLIC SCHS	57400	17.48	22	0.3284	61.80						0.50	0.00	0.00	0.00	0.00	61.30	0.00	07/05/2013	
SC	20082009	81	0010	001	GORDON-RUSHVILLE HIGH SCHOOL	41270	18.09	10	0.4348	22.90	0.00	0.00	0.00	0.00	22.90								11/26/2012	
SC	20092010	81	0010	001	GORDON-RUSHVILLE HIGH SCHOOL	41211	19.48	11	0.4783	20.90	0.00	0.00	0.00	0.00	20.90								11/26/2012	
SC	20102011	81	0010	001	GORDON-RUSHVILLE HIGH SCHOOL	44968	19.35	12	0.5217	19.49						0.00	0.00	0.00	0.00	0.00	19.49	0.00	11/26/2012	
SC	20112012	81	0010	001	GORDON-RUSHVILLE HIGH SCHOOL	56215	20.38	11	0.5238	17.06						0.00	0.00	0.00	0.00	0.00	17.06	0.00	11/26/2012	
SC	20122013	81	0010	001	GORDON-RUSHVILLE HIGH SCHOOL	58651	19.59	10	0.4545	17.09						0.00	0.00	0.00	0.00	0.00	17.09	0.00	07/05/2013	
SC	20082009	81	0010	002	PIONEER SCHOOL	38217	23.75	0	0.0000	1.40	0.00	0.00	0.00	0.00	1.40								11/26/2012	
SC	20092010	81	0010	002	PIONEER SCHOOL	33158	7.50	0	0.0000	1.10	0.00	0.00	0.00	0.00	1.10								11/26/2012	
SC	20102011	81	0010	002	PIONEER SCHOOL	44850	1.00	0	0.0000	1.00						0.00	0.00	0.00	0.00	0.00	1.00	0.00	11/26/2012	
SC	20082009	81	0010	003	MERRIMAN SCHOOL	37458	23.20	0	0.0000	2.40	0.00	0.00	0.00	0.00	2.40								11/26/2012	
SC	20092010	81	0010	003	MERRIMAN SCHOOL	35687	17.67	0	0.0000	2.10	0.00	0.00	0.00	0.00	2.10								11/26/2012	
SC	20102011	81	0010	003	MERRIMAN SCHOOL	40800	24.33	1	0.3333	2.10						0.00	0.00	0.00	0.00	0.00	2.10	0.00	11/26/2012	
SC	20112012	81	0010	003	MERRIMAN SCHOOL	56100	25.33	1	0.3333	2.10						0.00	0.00	0.00	0.00	0.00	2.10	0.00	11/26/2012	
SC	20122013	81	0010	003	MERRIMAN SCHOOL	58130	26.33	1	0.3333	2.20						0.00	0.00	0.00	0.00	0.00	2.20	0.00	07/05/2013	
SC	20082009	81	0010	008	FIELDSIDE SCHOOL	38849	23.50	0	0.0000	1.30	0.00	0.00	0.00	0.00	1.30								11/26/2012	
SC	20082009	81	0010	009	EXTENSION SCHOOL	39228	19.60	1	0.2000	2.40	0.00	0.00	0.00	0.00	2.40								11/26/2012	
SC	20092010	81	0010	009	EXTENSION SCHOOL	38216	14.25	0	0.0000	2.10	0.00	0.00	0.00	0.00	2.10								11/26/2012	
SC	20102011	81	0010	009	EXTENSION SCHOOL	40800	18.33	0	0.0000	2.05						0.00	0.00	0.00	0.00	0.00	2.05	0.00	11/26/2012	
SC	20112012	81	0010	009	EXTENSION SCHOOL	56100	16.00	0	0.0000	1.05						0.00	0.00	0.00	0.00	0.00	1.05	0.00	11/26/2012	
SC	20122013	81	0010	009	EXTENSION SCHOOL	57423	16.00	0	0.0000	1.05						0.00	0.00	0.00	0.00	0.00	1.05	0.00	07/05/2013	
SC	20082009	81	0010	010	GOLDEN SPADE ELEMENTARY SCHOOL	37458	18.80	0	0.0000	2.40	0.00	0.00	0.00	0.00	2.40								11/26/2012	
SC	20092010	81	0010	010	GOLDEN SPADE ELEMENTARY SCHOOL	36952	15.50	0	0.0000	1.10	0.00	0.00	0.00	0.00	1.10								11/26/2012	
SC	20102011	81	0010	010	GOLDEN SPADE ELEMENTARY SCHOOL	39450	25.00	1	0.5000	1.10						0.00	0.00	0.00	0.00	0.00	1.10	0.00	11/26/2012	
SC	20112012	81	0010	010	GOLDEN SPADE ELEMENTARY SCHOOL	52050	24.00	0	0.0000	1.00						0.00	0.00	0.00	0.00	0.00	1.00	0.00	11/26/2012	
SC	20122013	81	0010	010	GOLDEN SPADE ELEMENTARY SCHOOL	53891	25.00	0	0.0000	1.00						0.00	0.00	0.00	0.00	0.00	1.00	0.00	07/05/2013	
SC	20082009	81	0010	013	GORDON-RUSHVILLE ELEM-GORDON	39244	16.38	3	0.1875	14.80	0.00	0.00	0.00	0.00	14.80								11/26/2012	
SC	20092010	81	0010	013	GORDON-RUSHVILLE ELEM-GORDON	40447	21.11	7	0.3889	16.80	0.00	0.00	0.00	0.00	16.80								11/26/2012	
SC	20102011	81	0010	013	GORDON-RUSHVILLE ELEM-GORDON	44273	20.44	6	0.3333	17.00						0.00	0.00	0.00	0.00	0.00	17.00	0.00	11/26/2012	
SC	20112012	81	0010	013	GORDON-RUSHVILLE ELEM-GORDON	56179	20.35	5	0.2941	16.50						0.00	0.00	0.00	0.00	0.00	16.50	0.00	11/26/2012	
SC	20122013	81	0010	013	GORDON-RUSHVILLE ELEM-GORDON	56952	17.78	6	0.3333	17.20						0.00	0.00	0.00	0.00	0.00	17.20	0.00	07/05/2013	
SC	20082009	81	0010	014	GORDON-RUSHVILLE ELE-RUSHVILLE	38554	14.60	3	0.2000	12.50	0.00	0.00	0.00	0.00	12.50								11/26/2012	
SC	20092010	81	0010	014	GORDON-RUSHVILLE ELE-RUSHVILLE	37827	13.50	2	0.1429	12.90	0.00	0.00	0.00	0.00	12.90								11/26/2012	
SC	20102011	81	0010	014	GORDON-RUSHVILLE ELE-RUSHVILLE	42640	13.73	3	0.2000	14.80						1.00	0.00	0.00	0.00	0.00	13.80	0.00	11/26/2012	
SC	20112012	81	0010	014	GORDON-RUSHVILLE ELE-RUSHVILLE	57327	17.42	4	0.3333	9.91						1.00	0.00	0.00	0.00	0.00	8.91	0.00	11/26/2012	
SC	20122013	81	0010	014	GORDON-RUSHVILLE ELE-RUSHVILLE	58515	17.08	4	0.3077	10.16						0.50	0.00	0.00	0.00	0.00	9.66	0.00	07/05/2013	
SC	20082009	81	0010	015	GORDON-RUSHVILLE MIDDLE SCHOOL	38906	13.23	5	0.2273	18.50	0.00	0.00	0.00	0.00	18.50								11/26/2012	
SC	20092010	81	0010	015	GORDON-RUSHVILLE MIDDLE SCHOOL	38676	10.50	3	0.2143	10.80	0.00	0.00	0.00	0.00	10.80								11/26/2012	
SC	20102011	81	0010	015	GORDON-RUSHVILLE MIDDLE SCHOOL	45216	11.40	6	0.4000	12.24						0.00	0.00	0.00	0.00	0.00	12.24	0.00	11/26/2012	
SC	20112012	81	0010	015	GORDON-RUSHVILLE MIDDLE SCHOOL	57449	13.69	5	0.3846	10.95						0.00	0.00	0.00	0.00	0.00	10.95	0.00	11/26/2012	
SC	20122013	81	0010	015	GORDON-RUSHVILLE MIDDLE SCHOOL	56281	12.47	4	0.2667	12.05						0.00	0.00	0.00	0.00	0.00	12.05	0.00	07/05/2013	
SC	20082009	81	0010	016	LAKESIDE SCHOOL	37205	18.80	0	0.0000	2.40	0.00	0.00	0.00	0.00	2.40								11/26/2012	
SC	20092010	81	0010	016	LAKESIDE SCHOOL	34423	7.00	0	0.0000	1.00	0.00	0.00	0.00	0.00	1.00								11/26/2012	
SC	20102011	81	0010	016	LAKESIDE SCHOOL	42150	1.00	0	0.0000	1.00						0.00	0.00	0.00	0.00	0.00	1.00	0.00	11/26/2012	
SC	20112012	81	0010	016	LAKESIDE SCHOOL	56100	2.00	0	0.0000	1.00						0.00	0.00	0.00	0.00	0.00	1.00	0.00	11/26/2012	
SC	20122013	81	0010	016	LAKESIDE SCHOOL	56717	6.50	0	0.0000	1.05						0.00	0.00	0.00	0.00	0.00	1.05	0.00	07/05/2013	
DI	20082009	82	0001	000	LOUP CITY PUBLIC SCHOOLS	41339	18.24	9	0.2727	29.88	0.00	0.00	0.00	0.00	29.88								11/26/2012	
DI	20092010	82	0001	000	LOUP CITY PUBLIC SCHOOLS	43108	18.61	8	0.2581	28.26	0.00	0.00	0.00	0.00	28.26								11/26/2012	
DI	20102011	82	0001	000	LOUP CITY PUBLIC SCHOOLS	43211	17.13	11	0.3667	26.95						0.00	0.00	0.00	0.00	0.00	26.95	0.00	11/26/2012	
DI	20112012	82	0001	000	LOUP CITY PUBLIC SCHOOLS	44768	16.42	11	0.3548	27.77						0.00	0.00	0.00	0.00	0.00	27.77	0.00	11/26/2012	
DI	20122013	82	0001	000	LOUP CITY PUBLIC SCHOOLS	46145	16.17	14	0.4667	26.90						0.00	0.00	0.00	0.00	0.00	26.90	0.00	07/05/2013	
SC	20082009	82	0001	001	LOUP CITY HIGH SCHOOL	38473	16.20	6	0.3000	16.24	0.00	0.00	0.00	0.00	16.24								11/26/2012	
SC	20092010	82	0001	001	LOUP CITY HIGH SCHOOL	42032	17.42	5	0.2632	15.66	0.00	0.00	0.00	0.00	15.66								11/26/2012	
SC	20102011	82	0001	001	LOUP CITY HIGH SCHOOL	40907	15.56	6	0.3333	13.22						0.00	0.00	0.00	0.00	0.00	13.22	0.00	11/26/2012	
SC	20112012	82	0001	001	LOUP CITY HIGH SCHOOL	43543	16.28	6	0.3333	13.95						0.00	0.00	0.00	0.00	0.00	13.95	0.00	11/26/2012	
SC	20122013	82	0001	001	LOUP CITY HIGH SCHOOL	46229	15.06	9	0.5294	13.41						0.00	0.00	0.00	0.00	0.00	13.41	0.00	07/05/2013	
SC	20082009	82	0001	002	LOUP CITY ELEMENTARY SCHOOL	43133	19.59	5	0.2941	13.64	0.00	0.00	0.00	0.00	13.64								11/26/2012	
SC	20092010	82	0001	002	LOUP CITY ELEMENTARY SCHOOL	42490	19.47	4	0.2667	12.60	0.00	0.00	0.00	0.00	12.60								11/26/2012	
SC	20102011	82	0001	002	LOUP CITY ELEMENTARY SCHOOL	42722	18.15	7	0.3500	13.73						0.00	0.00	0.00	0.00	0.00	13.73	0.00	11/26/2012	
SC	20112012	82	0001	002	LOUP CITY ELEMENTARY SCHOOL	45200	16.35	6	0.3529	13.82						0.00	0.00	0.00	0.00	0.00	13.82	0.00	11/26/2012	
SC	20122013	82	0001	002	LOUP CITY ELEMENTARY SCHOOL	45468	15.75	7	0.4375	13.49						0.00	0.00	0.00	0.00	0.00	13.49	0.00	07/05/2013	
DI	20082009	82	0015	000	LITCHFIELD PUBLIC SCHOOLS	35186	19.06	4	0.2222	15.53	0.00	0.00	0.00	0.00	15.53								11/26/2012	
DI	20092010	82	0015	000	LITCHFIELD PUBLIC SCHOOLS	36580	20.26	4	0.2105	17.60	0.00	0.00	0.00	0.00	17.60								11/26/2012	
DI	20102011	82	0015	000	LITCHFIELD PUBLIC SCHOOLS	40557	22.63	3	0.1579	18.20						0.00	0.00	0.00	0.00	0.00	18.20	0.00	11/26/2012	
DI	20112012	82	0015	000	LITCHFIELD PUBLIC SCHOOLS	41540	22.80	4	0.2000	18.01						0.00	0.00	0.00	0.00	0.00	18.01	0.00	11/26/2012	
DI	20122013	82	0015	000	LITCHFIELD PUBLIC SCHOOLS	40229	18.53	4	0.2105	17.88						0.00	0.00	0.00	0.00	0.00	17.88	0.00	07/05/2013	
SC	20082009	82	0015	001	LITCHFIELD HIGH SCHOOL	35348	17.67	4	0.3333	9.28	0.00	0.00	0.00	0.00	9.28								11/26/2012	
SC	20092010	82	0015	001	LITCHFIELD HIGH SCHOOL	37646	18.08	4	0.3333	10.35	0.00	0.00	0.00	0.00	10.35								11/26/2012	
SC	20102011	82	0015	001	LITCHFIELD HIGH SCHOOL	41886	21.25	3	0.2500	10.35						0.00	0.00	0.00	0.00	0.00	10.35	0.00	11/26/2012	
SC	20112012	82	0015	001	LITCHFIELD HIGH SCHOOL	43538	23.14	4	0.2857	10.66						0.00	0.00	0.00	0.00	0.00	10.66	0.00	11/26/2012	
SC	20122013	82	0015	001	LITCHFIELD HIGH SCHOOL	42332	20.64	4	0.2857	10.78						0.00	0.00	0.00	0.00	0.00	10.78	0.00	07/05/2013	
SC	20082009	82	0015	002	LITCHFIELD ELEMENTARY SCHOOL	34464	18.78	1	0.1111	6.25	0.00	0.00	0.00	0.00	6.25								11/26/2012	
SC	20092010	82	0015	002	LITCHFIELD ELEMENTARY SCHOOL	35258	20.40	1	0.1000	7.25	0.00	0.00	0.00	0.00	7.25								11/26/2012	
SC	20102011	82	0015	002	LITCHFIELD ELEMENTARY SCHOOL	39250	22.60	1	0.1000	7.85						0.00	0.00	0.00	0.00	0.00	7.85	0.00	11/26/2012	
SC	20112012	82	0015	002	LITCHFIELD ELEMENTARY SCHOOL	39559	21.80	1	0.1000	7.35						0.00	0.00	0.00	0.00	0.00	7.35	0.00	11/26/2012	
SC	20122013	82	0015	002	LITCHFIELD ELEMENTARY SCHOOL	37775	17.30	1	0.1000	7.10						0.00	0.00	0.00	0.00	0.00	7.10	0.00	07/05/2013	
DI	20082009	83	0500	000	SIOUX COUNTY PUBLIC SCHOOLS	35525	13.59	3	0.1364	20.30	0.00	0.00	0.00	0.00	20.30								11/26/2012	
DI	20092010	83	0500	000	SIOUX COUNTY PUBLIC SCHOOLS	37715	15.22	3	0.1304	19.70	0.00	0.00	0.00	0.00	19.70								11/26/2012	
DI	20102011	83	0500	000	SIOUX COUNTY PUBLIC SCHOOLS	40985	18.43	3	0.1429	17.34						0.00	0.00	0.00	0.00	0.00	17.34	0.00	11/26/2012	
DI	20112012	83	0500	000	SIOUX COUNTY PUBLIC SCHOOLS	41726	18.39	4	0.1739	19.37						0.00	0.00	0.00	0.00	0.00	19.37	0.00	11/26/2012	
DI	20122013	83	0500	000	SIOUX COUNTY PUBLIC SCHOOLS	43022	18.87	5	0.2174	19.63						0.00	0.00	0.00	0.00	0.00	19.63	0.00	07/05/2013	
SC	20082009	83	0500	001	SIOUX COUNTY HIGH SCHOOL	34739	12.73	3	0.2727	8.12	0.00	0.00	0.00	0.00	8.12								11/26/2012	
SC	20092010	83	0500	001	SIOUX COUNTY HIGH SCHOOL	37538	13.73	3	0.2727	8.04	0.00	0.00	0.00	0.00	8.04								11/26/2012	
SC	20102011	83	0500	001	SIOUX COUNTY HIGH SCHOOL	40823	16.55	3	0.2727	7.76						0.00	0.00	0.00	0.00	0.00	7.76	0.00	11/26/2012	
SC	20112012	83	0500	001	SIOUX COUNTY HIGH SCHOOL	42363	17.45	3	0.2727	7.69						0.00	0.00	0.00	0.00	0.00	7.69	0.00	11/26/2012	
SC	20122013	83	0500	001	SIOUX COUNTY HIGH SCHOOL	44467	19.10	3	0.3000	7.21						0.00	0.00	0.00	0.00	0.00	7.21	0.00	07/05/2013	
SC	20082009	83	0500	003	BODARC SCHOOL	40656	20.50	1	0.5000	1.25	0.00	0.00	0.00	0.00	1.25								11/26/2012	
SC	20082009	83	0500	004	HARRISON SCHOOL	37511	17.11	1	0.1111	5.68	0.00	0.00	0.00	0.00	5.68								11/26/2012	
SC	20092010	83	0500	004	HARRISON SCHOOL	39769	19.50	1	0.1000	6.22	0.00	0.00	0.00	0.00	6.22								11/26/2012	
SC	20102011	83	0500	004	HARRISON SCHOOL	41471	21.00	1	0.1000	6.14						0.00	0.00	0.00	0.00	0.00	6.14	0.00	11/26/2012	
SC	20112012	83	0500	004	HARRISON SCHOOL	42657	21.90	1	0.1000	6.24						0.00	0.00	0.00	0.00	0.00	6.24	0.00	11/26/2012	
SC	20122013	83	0500	004	HARRISON GRADE SCHOOL	46383	26.38	1	0.1250	5.98						0.00	0.00	0.00	0.00	0.00	5.98	0.00	07/05/2013	
SC	20082009	83	0500	006	PINK SCHOOL	34320	7.50	1	0.5000	1.25	0.00	0.00	0.00	0.00	1.25								11/26/2012	
SC	20092010	83	0500	006	PINK SCHOOL	36716	16.33	1	0.3333	1.15	0.00	0.00	0.00	0.00	1.15								11/26/2012	
SC	20102011	83	0500	006	PINK SCHOOL	41958	19.00	1	0.3333	1.15						0.00	0.00	0.00	0.00	0.00	1.15	0.00	11/26/2012	
SC	20112012	83	0500	006	PINK SCHOOL	40307	17.00	1	0.2500	2.15						0.00	0.00	0.00	0.00	0.00	2.15	0.00	11/26/2012	
SC	20122013	83	0500	006	PINK SCHOOL	43560	17.75	1	0.2500	2.15						0.00	0.00	0.00	0.00	0.00	2.15	0.00	07/05/2013	
SC	20082009	83	0500	008	PANHANDLE SCHOOL	30096	3.00	0	0.0000	2.00	0.00	0.00	0.00	0.00	2.00								11/26/2012	
SC	20092010	83	0500	008	PANHANDLE SCHOOL	38360	14.75	1	0.2500	2.17	0.00	0.00	0.00	0.00	2.17								11/26/2012	
SC	20102011	83	0500	008	PANHANDLE SCHOOL	44226	19.33	1	0.3333	1.17						0.00	0.00	0.00	0.00	0.00	1.17	0.00	11/26/2012	
