Type	School Year	County	District	School	Agency Name	Average Teacher Salary	Average Years of Teaching Experience	Masters Count	Percentage of Teachers with Master’s Degrees	Teacher FTE	AM_5	AS_5	BL_5	HI_5	WH_5	AM_7	AS_7	BL_7	HI_7	PI_7	WH_7	MU_7	DataAsOf	
SC	20082009	78	0107	002	CEDAR BLUFFS ELEMENTARY SCHOOL	42920	22.70	4	0.4000	8.22	0.00	0.00	0.00	0.00	8.22								11/26/2012	
SC	20092010	78	0107	002	CEDAR BLUFFS ELEMENTARY SCHOOL	42000	20.30	3	0.3000	8.22	0.00	0.00	0.00	0.00	8.22								11/26/2012	
SC	20102011	78	0107	002	CEDAR BLUFFS ELEMENTARY SCHOOL	43320	19.17	5	0.4167	8.57						0.00	0.00	0.00	0.00	0.00	8.57	0.00	11/26/2012	
SC	20112012	78	0107	002	CEDAR BLUFFS ELEMENTARY SCHOOL	45733	20.17	5	0.4167	8.77						0.00	0.00	0.00	0.00	0.00	8.77	0.00	11/26/2012	
SC	20122013	78	0107	002	CEDAR BLUFFS ELEMENTARY SCHOOL	44310	20.00	7	0.5833	9.27						0.00	0.00	0.00	0.00	0.00	9.27	0.00	07/05/2013	
DI	20082009	79	0002	000	MINATARE PUBLIC SCHOOLS	34756	14.86	2	0.0909	20.20	0.00	0.00	0.00	0.00	20.20								11/26/2012	
DI	20092010	79	0002	000	MINATARE PUBLIC SCHOOLS	34339	15.00	2	0.0909	20.70	0.00	0.00	0.00	0.00	20.70								11/26/2012	
DI	20102011	79	0002	000	MINATARE PUBLIC SCHOOLS	36422	14.62	1	0.0385	23.18						0.00	0.00	0.00	0.00	0.00	23.18	0.00	11/26/2012	
DI	20112012	79	0002	000	MINATARE PUBLIC SCHOOLS	37879	15.00	2	0.0800	22.68						0.00	0.00	0.00	0.00	0.00	22.68	0.00	11/26/2012	
DI	20122013	79	0002	000	MINATARE PUBLIC SCHOOLS	40525	15.59	1	0.0455	20.56						0.00	0.00	0.00	0.00	0.00	20.56	0.00	07/05/2013	
SC	20082009	79	0002	001	MINATARE HIGH SCHOOL	34860	16.17	2	0.1667	10.70	0.00	0.00	0.00	0.00	10.70								11/26/2012	
SC	20092010	79	0002	001	MINATARE HIGH SCHOOL	35205	17.83	2	0.1667	10.20	0.00	0.00	0.00	0.00	10.20								11/26/2012	
SC	20102011	79	0002	001	MINATARE HIGH SCHOOL	37963	15.69	1	0.0769	10.18						0.00	0.00	0.00	0.00	0.00	10.18	0.00	11/26/2012	
SC	20112012	79	0002	001	MINATARE HIGH SCHOOL	38232	17.25	1	0.0833	10.18						0.00	0.00	0.00	0.00	0.00	10.18	0.00	11/26/2012	
SC	20122013	79	0002	001	MINATARE HIGH SCHOOL	41575	17.56	0	0.0000	8.06						0.00	0.00	0.00	0.00	0.00	8.06	0.00	07/05/2013	
SC	20082009	79	0002	002	MINATARE ELEMENTARY SCHOOL	34769	13.27	0	0.0000	9.50	0.00	0.00	0.00	0.00	9.50								11/26/2012	
SC	20092010	79	0002	002	MINATARE ELEMENTARY SCHOOL	33628	11.82	0	0.0000	10.50	0.00	0.00	0.00	0.00	10.50								11/26/2012	
SC	20102011	79	0002	002	MINATARE ELEMENTARY SCHOOL	34863	14.00	0	0.0000	12.00						0.00	0.00	0.00	0.00	0.00	12.00	0.00	11/26/2012	
SC	20112012	79	0002	002	MINATARE ELEMENTARY SCHOOL	38260	13.83	1	0.0833	11.50						0.00	0.00	0.00	0.00	0.00	11.50	0.00	11/26/2012	
SC	20122013	79	0002	002	MINATARE ELEMENTARY SCHOOL	40549	15.08	1	0.0833	11.50						0.00	0.00	0.00	0.00	0.00	11.50	0.00	07/05/2013	
SC	20102011	79	0002	003	MINATARE PRE-START PRE-SCHOOL	-3	1.00	0	0.0000	1.00						0.00	0.00	0.00	0.00	0.00	1.00	0.00	11/26/2012	
SC	20112012	79	0002	003	MINATARE PRE-START PRE-SCHOOL	30160	2.00	0	0.0000	1.00						0.00	0.00	0.00	0.00	0.00	1.00	0.00	11/26/2012	
SC	20122013	79	0002	003	MINATARE PRE-START PRE-SCHOOL	31860	4.00	0	0.0000	1.00						0.00	0.00	0.00	0.00	0.00	1.00	0.00	07/05/2013	
DI	20082009	79	0011	000	MORRILL PUBLIC SCHOOLS	42155	14.70	13	0.3250	38.28	0.00	0.00	0.00	0.00	38.28								11/26/2012	
DI	20092010	79	0011	000	MORRILL PUBLIC SCHOOLS	45631	16.32	15	0.3659	38.47	0.00	0.00	0.00	0.00	38.47								11/26/2012	
DI	20102011	79	0011	000	MORRILL PUBLIC SCHOOLS	48101	17.88	15	0.3750	37.41						0.00	0.00	0.00	0.00	0.00	37.41	0.00	11/26/2012	
DI	20112012	79	0011	000	MORRILL PUBLIC SCHOOLS	48170	18.35	13	0.3514	34.69						0.00	0.00	0.00	0.00	0.00	34.69	0.00	11/26/2012	
DI	20122013	79	0011	000	MORRILL PUBLIC SCHOOLS	58901	17.00	12	0.3333	33.25						0.00	0.00	0.00	0.00	0.00	33.25	0.00	07/05/2013	
SC	20082009	79	0011	001	MORRILL HIGH SCHOOL	40902	13.67	6	0.2857	18.28	0.00	0.00	0.00	0.00	18.28								11/26/2012	
SC	20092010	79	0011	001	MORRILL HIGH SCHOOL	43901	14.55	7	0.3182	18.47	0.00	0.00	0.00	0.00	18.47								11/26/2012	
SC	20102011	79	0011	001	MORRILL HIGH SCHOOL	46733	15.55	7	0.3182	18.41						0.00	0.00	0.00	0.00	0.00	18.41	0.00	11/26/2012	
SC	20112012	79	0011	001	MORRILL HIGH SCHOOL	44170	14.61	4	0.2222	15.26						0.00	0.00	0.00	0.00	0.00	15.26	0.00	11/26/2012	
SC	20122013	79	0011	001	MORRILL HIGH SCHOOL	54560	13.42	4	0.2105	16.24						0.00	0.00	0.00	0.00	0.00	16.24	0.00	07/05/2013	
SC	20082009	79	0011	003	MORRILL ELEMENTARY	42954	15.15	7	0.3500	19.00	0.00	0.00	0.00	0.00	19.00								11/26/2012	
SC	20092010	79	0011	003	MORRILL ELEMENTARY	46393	18.00	8	0.4000	19.00	0.00	0.00	0.00	0.00	19.00								11/26/2012	
SC	20102011	79	0011	003	MORRILL ELEMENTARY	49113	20.26	8	0.4211	18.00						0.00	0.00	0.00	0.00	0.00	18.00	0.00	11/26/2012	
SC	20112012	79	0011	003	MORRILL ELEMENTARY	51080	20.85	9	0.4500	18.43						0.00	0.00	0.00	0.00	0.00	18.43	0.00	11/26/2012	
SC	20122013	79	0011	003	MORRILL ELEMENTARY	61958	19.67	8	0.4444	16.01						0.00	0.00	0.00	0.00	0.00	16.01	0.00	07/05/2013	
SC	20082009	79	0011	005	TRI COMMUNITY PRESCHOOL	27500	2.00	0	0.0000	1.00	0.00	0.00	0.00	0.00	1.00								11/26/2012	
SC	20092010	79	0011	005	TRI COMMUNITY PRESCHOOL	31465	3.00	0	0.0000	1.00	0.00	0.00	0.00	0.00	1.00								11/26/2012	
SC	20102011	79	0011	005	TRI COMMUNITY PRESCHOOL	33712	4.00	0	0.0000	1.00						0.00	0.00	0.00	0.00	0.00	1.00	0.00	11/26/2012	
SC	20112012	79	0011	005	TRI COMMUNITY PRESCHOOL	35100	5.00	0	0.0000	1.00						0.00	0.00	0.00	0.00	0.00	1.00	0.00	11/26/2012	
SC	20122013	79	0011	005	TRI COMMUNITY PRESCHOOL	48777	6.00	0	0.0000	1.00						0.00	0.00	0.00	0.00	0.00	1.00	0.00	07/05/2013	
DI	20082009	79	0016	000	GERING PUBLIC SCHOOLS	54917	16.31	58	0.4056	141.09	0.00	0.00	1.00	5.00	135.09								11/26/2012	
DI	20092010	79	0016	000	GERING PUBLIC SCHOOLS	56153	16.63	55	0.3819	141.76	0.00	0.00	1.00	5.00	135.76								11/26/2012	
DI	20102011	79	0016	000	GERING PUBLIC SCHOOLS	55415	16.77	61	0.4236	143.25						1.00	0.00	1.00	6.50	0.00	134.75	0.00	11/26/2012	
DI	20112012	79	0016	000	GERING PUBLIC SCHOOLS	59547	17.19	67	0.4653	143.02						0.00	0.00	1.00	6.15	0.00	135.87	0.00	11/26/2012	
DI	20122013	79	0016	000	GERING PUBLIC SCHOOLS	60817	17.55	74	0.5068	145.31						0.00	0.00	0.00	5.00	0.00	140.31	0.00	07/05/2013	
SC	20082009	79	0016	001	GERING HIGH SCHOOL	55403	17.10	19	0.3958	44.79	0.00	0.00	0.00	3.00	41.79								11/26/2012	
SC	20092010	79	0016	001	GERING HIGH SCHOOL	57235	18.04	19	0.3958	44.46	0.00	0.00	0.00	3.00	41.46								11/26/2012	
SC	20102011	79	0016	001	GERING HIGH SCHOOL	56471	17.70	19	0.4043	44.35						0.00	0.00	0.00	3.50	0.00	40.85	0.00	11/26/2012	
SC	20112012	79	0016	001	GERING HIGH SCHOOL	60764	18.38	23	0.4792	44.03						0.00	0.00	0.00	3.15	0.00	40.88	0.00	11/26/2012	
SC	20122013	79	0016	001	GERING HIGH SCHOOL	61837	18.72	24	0.5106	43.88						0.00	0.00	0.00	3.00	0.00	40.88	0.00	07/05/2013	
SC	20082009	79	0016	002	GERING JUNIOR HIGH SCHOOL	53794	16.17	7	0.2917	21.35	0.00	0.00	0.00	0.00	21.35								11/26/2012	
SC	20092010	79	0016	002	GERING JUNIOR HIGH SCHOOL	58108	17.78	8	0.3478	20.35	0.00	0.00	0.00	0.00	20.35								11/26/2012	
SC	20102011	79	0016	002	GERING JUNIOR HIGH SCHOOL	54578	17.00	9	0.3913	20.15						0.00	0.00	0.00	1.00	0.00	19.15	0.00	11/26/2012	
SC	20112012	79	0016	002	GERING JUNIOR HIGH SCHOOL	59817	18.00	10	0.4348	19.99						0.00	0.00	0.00	1.00	0.00	18.99	0.00	11/26/2012	
SC	20122013	79	0016	002	GERING JUNIOR HIGH SCHOOL	60199	18.04	11	0.4783	19.99						0.00	0.00	0.00	0.00	0.00	19.99	0.00	07/05/2013	
SC	20082009	79	0016	003	LINCOLN ELEMENTARY SCHOOL	52721	14.09	8	0.3636	19.45	0.00	0.00	0.00	0.00	19.45								11/26/2012	
SC	20092010	79	0016	003	LINCOLN ELEMENTARY SCHOOL	52632	12.52	8	0.3478	19.70	0.00	0.00	0.00	0.00	19.70								11/26/2012	
SC	20102011	79	0016	003	LINCOLN ELEMENTARY SCHOOL	53781	14.96	12	0.5000	19.74						1.00	0.00	0.00	0.00	0.00	18.74	0.00	11/26/2012	
SC	20112012	79	0016	003	LINCOLN ELEMENTARY SCHOOL	58519	15.88	13	0.5417	19.75						0.00	0.00	0.00	0.00	0.00	19.75	0.00	11/26/2012	
SC	20122013	79	0016	003	LINCOLN ELEMENTARY SCHOOL	59530	15.81	14	0.5385	21.75						0.00	0.00	0.00	0.00	0.00	21.75	0.00	07/05/2013	
SC	20082009	79	0016	004	GEIL ELEMENTARY SCHOOL	56323	18.84	12	0.4800	21.95	0.00	0.00	0.00	0.00	21.95								11/26/2012	
SC	20092010	79	0016	004	GEIL ELEMENTARY SCHOOL	56735	18.85	12	0.4615	21.70	0.00	0.00	0.00	0.00	21.70								11/26/2012	
SC	20102011	79	0016	004	GEIL ELEMENTARY SCHOOL	56475	18.44	14	0.5185	22.74						0.00	0.00	0.00	0.00	0.00	22.74	0.00	11/26/2012	
SC	20112012	79	0016	004	GEIL ELEMENTARY SCHOOL	58666	16.96	14	0.5185	22.75						0.00	0.00	0.00	0.00	0.00	22.75	0.00	11/26/2012	
SC	20122013	79	0016	004	GEIL ELEMENTARY SCHOOL	59082	16.67	16	0.5926	22.35						0.00	0.00	0.00	0.00	0.00	22.35	0.00	07/05/2013	
SC	20082009	79	0016	005	NORTHFIELD ELEMENTARY SCHOOL	56415	16.04	15	0.5769	23.45	0.00	0.00	1.00	1.00	21.45								11/26/2012	
SC	20092010	79	0016	005	NORTHFIELD ELEMENTARY SCHOOL	55975	14.86	14	0.5000	24.70	0.00	0.00	1.00	1.00	22.70								11/26/2012	
SC	20102011	79	0016	005	NORTHFIELD ELEMENTARY SCHOOL	56200	16.03	17	0.5862	24.76						0.00	0.00	1.00	1.00	0.00	22.76	0.00	11/26/2012	
SC	20112012	79	0016	005	NORTHFIELD ELEMENTARY SCHOOL	59908	16.66	18	0.6207	24.75						0.00	0.00	1.00	1.00	0.00	22.75	0.00	11/26/2012	
SC	20122013	79	0016	005	NORTHFIELD ELEMENTARY SCHOOL	59831	15.62	16	0.5517	24.19						0.00	0.00	0.00	1.00	0.00	23.19	0.00	07/05/2013	
SC	20082009	79	0016	007	GERING EARLY CHILDHOOD PROGRAM	54188	11.00	0	0.0000	2.00	0.00	0.00	0.00	0.00	2.00								11/26/2012	
SC	20092010	79	0016	007	GERING EARLY CHILDHOOD PROGRAM	57150	15.50	1	0.5000	2.00	0.00	0.00	0.00	0.00	2.00								11/26/2012	
SC	20102011	79	0016	007	GERING EARLY CHILDHOOD PROGRAM	56700	16.67	1	0.3333	2.05						0.00	0.00	0.00	0.05	0.00	2.00	0.00	11/26/2012	
SC	20112012	79	0016	007	GERING EARLY CHILDHOOD PROGRAM	61180	17.50	1	0.5000	2.00						0.00	0.00	0.00	0.00	0.00	2.00	0.00	11/26/2012	
SC	20122013	79	0016	007	GERING EARLY CHILDHOOD PROGRAM	61933	18.50	1	0.5000	2.00						0.00	0.00	0.00	0.00	0.00	2.00	0.00	07/05/2013	
SC	20082009	79	0016	009	CEDAR CANYON SCHOOL	50112	14.20	1	0.1000	8.10	0.00	0.00	0.00	1.00	7.10								11/26/2012	
SC	20092010	79	0016	009	CEDAR CANYON SCHOOL	50956	11.83	2	0.1667	8.85	0.00	0.00	0.00	1.00	7.85								11/26/2012	
SC	20102011	79	0016	009	CEDAR CANYON SCHOOL	52200	14.79	5	0.3571	9.46						0.00	0.00	0.00	0.95	0.00	8.51	0.00	11/26/2012	
SC	20112012	79	0016	009	CEDAR CANYON SCHOOL	56521	15.93	5	0.3571	9.75						0.00	0.00	0.00	1.00	0.00	8.75	0.00	11/26/2012	
SC	20122013	79	0016	009	CEDAR CANYON SCHOOL	56465	15.19	4	0.2500	11.15						0.00	0.00	0.00	1.00	0.00	10.15	0.00	07/05/2013	
DI	20082009	79	0031	000	MITCHELL PUBLIC SCHOOLS	42969	13.65	19	0.3878	49.00	0.00	0.00	0.00	3.00	46.00								11/26/2012	
DI	20092010	79	0031	000	MITCHELL PUBLIC SCHOOLS	44942	14.20	20	0.4000	49.12	0.00	0.00	0.00	3.00	46.12								11/26/2012	
DI	20102011	79	0031	000	MITCHELL PUBLIC SCHOOLS	45945	12.88	22	0.4314	49.53						0.00	0.00	0.00	4.00	0.00	45.53	0.00	11/26/2012	
DI	20112012	79	0031	000	MITCHELL PUBLIC SCHOOLS	46643	13.12	22	0.4490	47.50						0.00	0.00	0.00	4.00	0.00	43.50	0.00	11/26/2012	
DI	20122013	79	0031	000	MITCHELL PUBLIC SCHOOLS	47107	13.00	21	0.4200	47.48						0.00	0.00	0.00	5.00	0.00	42.48	0.00	07/05/2013	
SC	20082009	79	0031	001	MITCHELL SECONDARY SCHOOL	42053	14.64	8	0.3200	23.50	0.00	0.00	0.00	1.00	22.50								11/26/2012	
SC	20092010	79	0031	001	MITCHELL SECONDARY SCHOOL	44128	14.78	10	0.3704	24.12	0.00	0.00	0.00	1.00	23.12								11/26/2012	
SC	20102011	79	0031	001	MITCHELL SECONDARY SCHOOL	44221	12.45	12	0.4138	24.13						0.00	0.00	0.00	2.00	0.00	22.13	0.00	11/26/2012	
SC	20112012	79	0031	001	MITCHELL SECONDARY SCHOOL	44984	13.33	11	0.4074	22.93						0.00	0.00	0.00	2.00	0.00	20.93	0.00	11/26/2012	
SC	20122013	79	0031	001	MITCHELL SECONDARY SCHOOL	45087	12.00	10	0.3704	22.81						0.00	0.00	0.00	3.00	0.00	19.81	0.00	07/05/2013	
SC	20082009	79	0031	002	MITCHELL ELEMENTARY SCHOOL	43764	12.59	12	0.4444	25.50	0.00	0.00	0.00	2.00	23.50								11/26/2012	
SC	20092010	79	0031	002	MITCHELL ELEMENTARY SCHOOL	45528	13.07	12	0.4444	25.00	0.00	0.00	0.00	2.00	23.00								11/26/2012	
SC	20102011	79	0031	002	MITCHELL ELEMENTARY SCHOOL	47394	12.29	13	0.4643	25.40						0.00	0.00	0.00	2.00	0.00	23.40	0.00	11/26/2012	
SC	20112012	79	0031	002	MITCHELL ELEMENTARY SCHOOL	46689	11.58	12	0.4615	24.57						0.00	0.00	0.00	2.00	0.00	22.57	0.00	11/26/2012	
SC	20122013	79	0031	002	MITCHELL ELEMENTARY SCHOOL	47529	12.70	12	0.4444	24.67						0.00	0.00	0.00	2.00	0.00	22.67	0.00	07/05/2013	
DI	20082009	79	0032	000	SCOTTSBLUFF PUBLIC SCHOOLS	56254	15.88	100	0.4831	205.83	0.00	1.00	1.00	8.00	195.83								11/26/2012	
DI	20092010	79	0032	000	SCOTTSBLUFF PUBLIC SCHOOLS	56712	14.84	109	0.5240	205.69	0.00	1.00	1.00	8.00	195.69								11/26/2012	
DI	20102011	79	0032	000	SCOTTSBLUFF PUBLIC SCHOOLS	57505	15.81	108	0.5167	206.02						0.00	1.00	1.00	7.00	0.00	197.02	0.00	11/26/2012	
DI	20112012	79	0032	000	SCOTTSBLUFF PUBLIC SCHOOLS	58335	14.76	100	0.4902	202.52						1.00	1.00	0.00	7.00	0.00	193.52	0.00	11/26/2012	
DI	20122013	79	0032	000	SCOTTSBLUFF PUBLIC SCHOOLS	59377	13.83	109	0.5343	201.63						0.00	1.00	0.00	5.00	0.00	195.63	0.00	07/05/2013	
SC	20082009	79	0032	001	SCOTTSBLUFF SENIOR HIGH SCHOOL	55301	14.95	26	0.4407	55.86	0.00	0.30	1.00	3.00	51.56								11/26/2012	
SC	20092010	79	0032	001	SCOTTSBLUFF SENIOR HIGH SCHOOL	56654	14.81	31	0.5254	55.64	0.00	0.58	1.00	3.00	51.06								11/26/2012	
SC	20102011	79	0032	001	SCOTTSBLUFF SENIOR HIGH SCHOOL	57154	16.14	30	0.5172	55.50						0.00	0.88	1.00	3.00	0.00	50.62	0.00	11/26/2012	
SC	20112012	79	0032	001	SCOTTSBLUFF SENIOR HIGH SCHOOL	58896	17.45	27	0.4821	53.70						1.00	0.88	0.00	2.00	0.00	49.82	0.00	11/26/2012	
SC	20122013	79	0032	001	SCOTTSBLUFF SENIOR HIGH SCHOOL	58991	15.81	29	0.5088	52.50						0.00	0.88	0.00	0.00	0.00	51.62	0.00	07/05/2013	
SC	20082009	79	0032	002	BLUFFS MIDDLE SCHOOL	59078	17.45	31	0.6596	45.43	0.00	0.42	0.00	1.00	44.01								11/26/2012	
SC	20092010	79	0032	002	BLUFFS MIDDLE SCHOOL	58588	15.21	32	0.6667	45.65	0.00	0.14	0.00	1.00	44.51								11/26/2012	
SC	20102011	79	0032	002	BLUFFS MIDDLE SCHOOL	60827	17.02	29	0.6591	42.12						0.00	0.12	0.00	1.00	0.00	41.00	0.00	11/26/2012	
SC	20112012	79	0032	002	BLUFFS MIDDLE SCHOOL	59689	15.21	26	0.6047	41.12						0.00	0.12	0.00	1.00	0.00	40.00	0.00	11/26/2012	
SC	20122013	79	0032	002	BLUFFS MIDDLE SCHOOL	60410	14.02	26	0.5778	41.62						0.00	0.12	0.00	1.00	0.00	40.50	0.00	07/05/2013	
SC	20082009	79	0032	003	LINCOLN HEIGHTS ELEMENTARY SCH	57343	17.04	11	0.4783	19.24	0.00	0.07	0.00	1.00	18.17								11/26/2012	
SC	20092010	79	0032	003	LINCOLN HEIGHTS ELEMENTARY SCH	57736	14.63	15	0.6250	19.78	0.00	0.07	0.00	1.00	18.71								11/26/2012	
SC	20102011	79	0032	003	LINCOLN HEIGHTS ELEMENTARY SCH	58891	15.82	13	0.5909	20.55						0.00	0.00	0.00	1.00	0.00	19.55	0.00	11/26/2012	
SC	20112012	79	0032	003	LINCOLN HEIGHTS ELEMENTARY SCH	56055	11.33	9	0.4286	20.05						0.00	0.00	0.00	1.00	0.00	19.05	0.00	11/26/2012	
SC	20122013	79	0032	003	LINCOLN HEIGHTS ELEMENTARY SCH	58779	11.57	10	0.4762	21.00						0.00	0.00	0.00	1.00	0.00	20.00	0.00	07/05/2013	
SC	20082009	79	0032	004	LONGFELLOW ELEMENTARY SCHOOL	56332	17.18	13	0.4643	24.24	0.00	0.07	0.00	1.00	23.17								11/26/2012	
SC	20092010	79	0032	004	LONGFELLOW ELEMENTARY SCHOOL	55645	16.67	12	0.4444	22.79	0.00	0.07	0.00	1.00	21.72								11/26/2012	
SC	20102011	79	0032	004	LONGFELLOW ELEMENTARY SCHOOL	55650	16.04	10	0.3846	24.55						0.00	0.00	0.00	0.00	0.00	24.55	0.00	11/26/2012	
SC	20112012	79	0032	004	LONGFELLOW ELEMENTARY SCHOOL	53475	11.48	7	0.2800	24.05						0.00	0.00	0.00	1.00	0.00	23.05	0.00	11/26/2012	
SC	20122013	79	0032	004	LONGFELLOW ELEMENTARY SCHOOL	54731	9.28	9	0.3600	25.00						0.00	0.00	0.00	1.00	0.00	24.00	0.00	07/05/2013	
SC	20082009	79	0032	005	ROOSEVELT ELEMENTARY SCHOOL	57593	14.48	15	0.5556	23.23	0.00	0.07	0.00	2.00	21.16								11/26/2012	
SC	20092010	79	0032	005	ROOSEVELT ELEMENTARY SCHOOL	57583	14.75	16	0.5714	24.28	0.00	0.07	0.00	2.00	22.21								11/26/2012	
SC	20102011	79	0032	005	ROOSEVELT ELEMENTARY SCHOOL	58623	14.44	15	0.5556	25.55						0.00	0.00	0.00	2.00	0.00	23.55	0.00	11/26/2012	
SC	20112012	79	0032	005	ROOSEVELT ELEMENTARY SCHOOL	58961	13.62	15	0.5769	25.05						0.00	0.00	0.00	2.00	0.00	23.05	0.00	11/26/2012	
SC	20122013	79	0032	005	ROOSEVELT ELEMENTARY SCHOOL	63103	14.00	18	0.7500	24.00						0.00	0.00	0.00	2.00	0.00	22.00	0.00	07/05/2013	
SC	20082009	79	0032	006	WESTMOOR ELEMENTARY SCHOOL	56332	14.13	15	0.4688	28.24	0.00	0.07	0.00	0.00	28.17								11/26/2012	
SC	20092010	79	0032	006	WESTMOOR ELEMENTARY SCHOOL	57104	15.45	18	0.5455	28.85	0.00	0.07	0.00	0.00	28.78								11/26/2012	
SC	20102011	79	0032	006	WESTMOOR ELEMENTARY SCHOOL	56271	12.97	15	0.4839	29.55						0.00	0.00	0.00	0.00	0.00	29.55	0.00	11/26/2012	
SC	20112012	79	0032	006	WESTMOOR ELEMENTARY SCHOOL	56045	11.94	13	0.4194	29.55						0.00	0.00	0.00	0.00	0.00	29.55	0.00	11/26/2012	
SC	20122013	79	0032	006	WESTMOOR ELEMENTARY SCHOOL	58377	11.21	16	0.5714	27.99						0.00	0.00	0.00	0.00	0.00	27.99	0.00	07/05/2013	
SC	20082009	79	0032	008	LAKE MINATARE SCHOOL	56017	20.80	1	0.2000	4.09	0.00	0.00	0.00	0.00	4.09								11/26/2012	
SC	20092010	79	0032	008	LAKE MINATARE SCHOOL	55447	17.50	3	0.3750	6.70	0.00	0.00	0.00	0.00	6.70								11/26/2012	
SC	20102011	79	0032	008	LAKE MINATARE SCHOOL	50256	24.63	2	0.2500	6.20						0.00	0.00	0.00	0.00	0.00	6.20	0.00	11/26/2012	
SC	20112012	79	0032	008	LAKE MINATARE SCHOOL	55122	23.86	2	0.2857	7.00						0.00	0.00	0.00	0.00	0.00	7.00	0.00	11/26/2012	
SC	20122013	79	0032	008	LAKE MINATARE SCHOOL	59197	22.63	2	0.2500	6.52						0.00	0.00	0.00	0.00	0.00	6.52	0.00	07/05/2013	
SC	20082009	79	0032	009	LAKE ALICE SCHOOL	49444	24.57	2	0.2857	5.50	0.00	0.00	0.00	0.00	5.50								11/26/2012	
SC	20092010	79	0032	010	EARLY CHILDHOOD LEARNING CENTER	66103	22.50	2	1.0000	2.00	0.00	0.00	0.00	0.00	2.00								11/26/2012	
SC	20102011	79	0032	010	EARLY CHILDHOOD LEARNING CENTER	67203	23.50	2	1.0000	2.00						0.00	0.00	0.00	0.00	0.00	2.00	0.00	11/26/2012	
SC	20112012	79	0032	010	EARLY CHILDHOOD LEARNING CENTER	69035	24.50	2	1.0000	2.00						0.00	0.00	0.00	0.00	0.00	2.00	0.00	11/26/2012	
SC	20122013	79	0032	010	EARLY CHILDHOOD LEARNING CENTER	64257	18.33	2	0.6667	3.00						0.00	0.00	0.00	0.00	0.00	3.00	0.00	07/05/2013	
DI	20082009	80	0005	000	MILFORD PUBLIC SCHOOLS	46735	18.16	23	0.4600	48.44	0.00	0.00	0.00	0.00	48.44								11/26/2012	
DI	20092010	80	0005	000	MILFORD PUBLIC SCHOOLS	47637	18.56	28	0.5385	50.07	0.00	0.00	0.00	0.00	50.07								11/26/2012	
DI	20102011	80	0005	000	MILFORD PUBLIC SCHOOLS	48889	18.49	26	0.4906	51.07						0.00	0.00	0.00	0.00	0.00	51.07	0.00	11/26/2012	
DI	20112012	80	0005	000	MILFORD PUBLIC SCHOOLS	50681	18.71	29	0.5918	46.82						0.00	0.00	0.00	0.00	0.00	46.82	0.00	11/26/2012	
DI	20122013	80	0005	000	MILFORD PUBLIC SCHOOLS	52113	18.61	31	0.6078	47.75						0.00	0.00	0.00	0.00	0.00	47.75	0.00	07/05/2013	
SC	20082009	80	0005	001	MILFORD HIGH SCHOOL	46911	19.25	10	0.3571	26.04	0.00	0.00	0.00	0.00	26.04								11/26/2012	
SC	20092010	80	0005	001	MILFORD HIGH SCHOOL	47369	19.25	12	0.4286	25.77	0.00	0.00	0.00	0.00	25.77								11/26/2012	
SC	20102011	80	0005	001	MILFORD HIGH SCHOOL	48594	18.79	10	0.3571	25.77						0.00	0.00	0.00	0.00	0.00	25.77	0.00	11/26/2012	
SC	20112012	80	0005	001	MILFORD HIGH SCHOOL	50546	20.70	12	0.4444	24.25						0.00	0.00	0.00	0.00	0.00	24.25	0.00	11/26/2012	
SC	20122013	80	0005	001	MILFORD HIGH SCHOOL	52244	21.70	13	0.4815	24.58						0.00	0.00	0.00	0.00	0.00	24.58	0.00	07/05/2013	
SC	20082009	80	0005	002	MILFORD ELEMENTARY SCHOOL	46882	17.73	13	0.5909	20.27	0.00	0.00	0.00	0.00	20.27								11/26/2012	
SC	20092010	80	0005	002	MILFORD ELEMENTARY SCHOOL	47677	17.14	15	0.6818	21.17	0.00	0.00	0.00	0.00	21.17								11/26/2012	
SC	20102011	80	0005	002	MILFORD ELEMENTARY SCHOOL	48921	17.52	15	0.6522	22.17						0.00	0.00	0.00	0.00	0.00	22.17	0.00	11/26/2012	
SC	20112012	80	0005	002	MILFORD ELEMENTARY SCHOOL	50960	16.13	19	0.7917	22.57						0.00	0.00	0.00	0.00	0.00	22.57	0.00	11/26/2012	
SC	20122013	80	0005	002	MILFORD ELEMENTARY SCHOOL	52160	15.15	20	0.7692	23.17						0.00	0.00	0.00	0.00	0.00	23.17	0.00	07/05/2013	
SC	20082009	80	0005	003	PLEASANT DALE ELEMENTARY SCH	41800	11.33	1	0.3333	2.13	0.00	0.00	0.00	0.00	2.13								11/26/2012	
SC	20092010	80	0005	003	PLEASANT DALE ELEMENTARY SCH	45390	17.25	2	0.5000	3.13	0.00	0.00	0.00	0.00	3.13								11/26/2012	
SC	20102011	80	0005	003	PLEASANT DALE ELEMENTARY SCH	47027	18.25	2	0.5000	3.13						0.00	0.00	0.00	0.00	0.00	3.13	0.00	11/26/2012	
DI	20082009	80	0009	000	SEWARD PUBLIC SCHOOLS	46539	15.60	58	0.6042	92.95	0.00	0.00	0.00	0.00	92.95								11/26/2012	
DI	20092010	80	0009	000	SEWARD PUBLIC SCHOOLS	45748	15.80	63	0.6495	95.37	0.00	0.00	0.00	0.00	95.37								11/26/2012	
